year,source,station_code,station_name,state,Temperature_C,Dissolved_Oxygen_mg_l,pH,BOD_mg_l,Nitrate_mg_l,TDS_mg_l,Fluoride_mg_l
2021,nwmp_pdf,4769,"RIVER CHAMBAL, NEAR CHAMBAL BRIDGE, DHOLPUR TO MURENA ROAD, NH-3",RAJASTHAN,20.0,4.4,7.9,,0.3,,
2021,nwmp_pdf,10029,"RIVER CHAMBAL AT KESHORAIPATAN U/S, NEAR SHRI RAJESHWAR MAHADEV TEMPLE, BUNDI",RAJASTHAN,28.0,2.8,7.7,,0.3,,
2021,nwmp_pdf,10030,"RIVER CHAMBAL AT KESHORAIPATTAN D/S NEAR AMBEDKAR NAGAR, BUNDI",RAJASTHAN,28.0,3.1,8.0,,0.3,,
2021,nwmp_pdf,30060,"RIVER CHAMBAL AT FISH FARM, GANDHISAGAR",MADHYA PRADESH,2.0,7.5,7.4,,0.32,,
2021,nwmp_pdf,1418,"RIVER CHAMBAL AT GANDHI SAGAR DAM, RAMPURA, MP",MADHYA PRADESH,47.0,6.8,7.4,,0.3,,
2021,nwmp_pdf,1609,"RIVER CHAMBAL AT DHOLPUR, M.P",MADHYA PRADESH,2.0,6.6,7.3,,0.3,,
2021,nwmp_pdf,3308,"RIVER CHAMBAL AT JAWNPAWA, FROM ORIGIN POINT, INDORE",MADHYA PRADESH,17.0,6.6,6.8,,0.3,,
2021,nwmp_pdf,4607,RIVER CHAMBAL AT ITAWA ROAD BRIDGE BHIND,MADHYA PRADESH,2.0,6.8,7.4,,0.38,,
2021,nwmp_pdf,4610,RIVER CHAMBAL AT 100M D/S OF GANDHI SAGAR DAM. MANDSAUR,MADHYA PRADESH,48.0,6.8,7.6,,0.3,,
2021,nwmp_pdf,1031,RIVER BRAHAMPUTRA AT PANDU,ASSAM,160.0,6.4,7.2,,0.6,,
2021,nwmp_pdf,3763,"RIVER GABHARU NEAR BRIDGE AT NH-52, NEAR TUMIUKI, SONITPUR",ASSAM,910.0,4.8,7.0,,0.6,,
2021,nwmp_pdf,3095,"RIVER GANGA AT CHANDRAPUR, ITANAGAR,",ARUNACHAL PRADESH,101.0,0.5,7.7,,,,
2021,nwmp_pdf,2063,"RIVER JAI BHARALI NEAR BISWANATH CHARALI, SONITPUR, ASSAM",ASSAM,150.0,6.8,7.0,,0.6,,
2021,nwmp_pdf,4311,RIVER KALIPAI AT RYMBAI,MEGHALAYA,2.0,6.8,2.6,,0.32,,
2021,nwmp_pdf,2241,"RIVER SONAI AT SONAI, ASSAM",ASSAM,720.0,4.6,7.2,,0.6,,
2021,nwmp_pdf,3324,"RIVER NARMADA AT PANCHWATIGHAT, BEFORE MIXING WITH BAWANGANGA RIVER, JABALPUR",MADHYA PRADESH,8.0,7.0,7.3,,0.3,,
2021,nwmp_pdf,3325,"RIVER NARMADA AT SARSWATIGHAT, AFTER MIXING WITH BAWANGANGA RIVER, JABALPUR",MADHYA PRADESH,10.0,7.0,7.3,,0.3,,
2021,nwmp_pdf,1272,RIVER MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S),ODISHA,2.0,7.0,7.2,,0.32,,
2021,nwmp_pdf,1274,RIVER MAHANADI A/C WITH TEL (SONEPUR D/S),ODISHA,2.0,6.2,7.3,,0.32,,
2021,nwmp_pdf,3949,RIVER BAHUDA AT DAMODARPALLY,ODISHA,20.0,5.5,7.2,,0.32,,
2021,nwmp_pdf,2418,RIVER BRAHMANI AT KABATABANDHA (BEFORE IMPACT OF INDUSTRIAL ACTIVITY IN KALINGANAGAR AREA),ODISHA,78.0,7.4,6.7,,0.32,,
2021,nwmp_pdf,2419,RIVER KHARASROTA AT KHANDITARA (D/S OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR),ODISHA,400.0,7.5,7.0,,0.32,,
2021,nwmp_pdf,1095,"RIVER GODAVARI AT U/S OF GANGAPUR DAM, NASHIK",MAHARASHTRA,2.0,5.9,7.0,,0.3,,
2021,nwmp_pdf,2160,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE,KAIGAON, GANGAPUR, AURANGABAD",MAHARASHTRA,618.0,6.2,8.0,,0.3,,
2021,nwmp_pdf,1854,"RIVER INDRAVATI A/C DANTEWADA RIVER, NELSONNAR, DANTEWADA, CHHATISGARH.",CHATTISGARH,2.0,7.4,7.5,,,,
2021,nwmp_pdf,2156,"RIVER WARDHA AT CONFLUENCE POINT OF PENGANGA & WARDHA AT JUGAD, WANI, YAVATMAL",MAHARASHTRA,2.0,5.4,7.7,,0.3,,
2021,nwmp_pdf,1213,"RIVER WAINGANGA AT BALAGHAT, M.P.",MADHYA PRADESH,8.0,7.0,7.2,,0.3,,
2021,nwmp_pdf,3330,"RIVER WAINGANGA AT CHHAPARA, NEAR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,17.0,7.4,7.3,,0.3,,
2021,nwmp_pdf,11,"RIVER WAINGANGA AT ASHTI,GONDPIPRI, CHANDRAPUR",MAHARASHTRA,2.0,3.6,7.7,,0.3,,
2021,nwmp_pdf,1214,"RIVER WAINGANGA AT CHINDWARA, M.P.",MADHYA PRADESH,14.0,7.0,7.3,,2.2,,
2021,nwmp_pdf,2172,"RIVER WAINGANGA D/S OF ELLORA PAPER MILL, TUMSAR, TUMSAR, BHANDARA",MAHARASHTRA,2.0,5.7,8.0,,0.3,,
2021,nwmp_pdf,2173,"RIVER WAINGANGA U/S OF ELLORA PAPER MILL, TUMSAR, TUMSAR, BHANDARA",MAHARASHTRA,2.0,5.9,7.9,,0.3,,
2021,nwmp_pdf,2175,"RIVER WAINGANGA U/S OF GAURAV PAPER MILLS, NEAR JACKWELL, BRAMHPURI, CHANDRAPUR",MAHARASHTRA,2.0,5.8,7.8,,0.3,,
2021,nwmp_pdf,2176,"RIVER WAINGANGA D/S OF GAURAV PAPER MILLS, NEAR JACKWELL, BRAMHPURI, CHANDRAPUR",MAHARASHTRA,2.0,5.0,7.8,,0.3,,
2021,nwmp_pdf,3331,"RIVER WAINGANGA AT CHHAPARA, NEAR ROAD BRIDGE AFTER MIXING MOTI & CHAMARIYA NALLA, JABALPUR",MADHYA PRADESH,17.0,6.3,7.3,,0.3,,
2021,nwmp_pdf,4617,"RIVER WAINGANGA NEAR VILL. BUDUNDA MALANJKHAND, DISTT BALAGHAT",MADHYA PRADESH,10.0,7.0,7.1,,0.3,,
2021,nwmp_pdf,30041,"RIVER WAINGANGA AT BAPERA, BHANDARA,",MAHARASHTRA,58.0,6.9,8.4,,0.3,,
2021,nwmp_pdf,1910,"RIVER WAINGANGA AFTER CONLUENCE WITH KANHAN, AMBHORA, KUHI, NAGPUR",MAHARASHTRA,2.0,5.7,7.0,,0.3,,
2021,nwmp_pdf,2697,"RIVER PENGANGA NEAR WATER SUPPLY SCHEME OF UMARKHED MC BELKHED, UMARKHED, YAVATMAL",MAHARASHTRA,2.0,5.8,7.7,,0.3,,
2021,nwmp_pdf,2698,"RIVER PENGANGA D/S OF ISAPUR DAM, ISAPUR, PUSAD, YAVATMAL",MAHARASHTRA,2.0,5.7,8.0,,0.3,,
2021,nwmp_pdf,2699,"RIVER PENGANGA AT MEHKAR- BULDANA ROAD BRIDGE, MEHKAR, BULDANA",MAHARASHTRA,2.0,6.0,8.0,,0.3,,
2021,nwmp_pdf,1889,RIVER KRISHNA - ANKALI BRIDGE ALONG CHIKKODI KAGWAD ROAD,KARNATAKA,280.0,5.8,7.4,,1.0,,
2021,nwmp_pdf,1311,"RIVER PANCHAGANGA AT ICHALKARANJI, SHIRADWAD,HATKANANGALE,K OHLAPUR",MAHARASHTRA,2.0,5.9,6.8,,0.3,,
2021,nwmp_pdf,2163,"RIVER PANCHAGANGA AT SHIROL NEAR SHIROL INTAKE WELL, KOLHAPUR",MAHARASHTRA,2.0,5.8,6.8,,0.3,,
2021,nwmp_pdf,1904,"RIVER PANCHAGANGA U/S OF KOLHAPUR TOWN, BALINGA, KARVIR, KOLHAPUR",MAHARASHTRA,2.0,5.9,7.0,,0.3,,
2021,nwmp_pdf,1905,"RIVER PANCHAGANGA D/S OF KOLHAPUR TOWN, UCHEGAON, KOLHAPUR",MAHARASHTRA,2.0,5.6,6.9,,0.3,,
2021,nwmp_pdf,30057,RIVER BHIMA AT GANGAPUR (BANGALORE),KARNATAKA,3500.0,7.4,8.3,,0.32,,
2021,nwmp_pdf,1183,"RIVER BHIMA AT D/S OF ROAD BRIDGE AT GANGAPUR VILLAGE,",KARNATAKA,1600.0,7.0,7.0,,0.3,,
2021,nwmp_pdf,2776,"RIVER TUNGABHADRA AT D/S OF GANGAWATHI,",KARNATAKA,540.0,7.2,7.8,,0.3,,
2021,nwmp_pdf,4388,"RIVER TUNGABHADRA, UPSTREAM OF KURNOOL TOWN BEFORE JOINING CITY DOMESTIC SEWAGE AND AFTER M/S RAYALASEEMA ALKALIES INDUSTRIES NEAR SIVALAYAM TEMPLE, GONDIPARLA (V) KURNOOL (M)",ANDHRA PRADESH,420.0,4.1,6.8,,0.37,,
2021,nwmp_pdf,2194,"RIVER MULA AT HARRISON BRIDGE NEAR MULA- PAWANA SANGAM, BOPODI, HAWELI, PUNE",MAHARASHTRA,7.0,4.1,7.0,,0.4,,
2021,nwmp_pdf,1201,"RIVER BHAVANI AT PATHIRAKALIAMMAN KOIL, TAMILNADU",TAMIL NADU,31.0,6.1,6.0,,0.32,,
2021,nwmp_pdf,3020,"RIVER BHAVANI AT U/S OF KALINGARAYAN CANAL (B5), ERODE, TAMILNADU",TAMIL NADU,58.0,6.0,7.1,,0.32,,
2021,nwmp_pdf,3021,"RIVER BHAVANI AT D/S OF KALINGARAYAN CANAL (B10), ERODE, TAMILNADU",TAMIL NADU,110.0,5.9,7.1,,0.32,,
2021,nwmp_pdf,3942,"RIVER SONO AT KANANDURGA ROAD NEAR REMUNA, HATOGOND",ODISHA,140.0,6.4,7.4,,0.32,,
2022,nwmp_pdf,2731,"RIVER KOSI AT KASHIPUR BAJPUR ROAD BRIDGE,KASHIPUR,US NAGAR",UTTARAKHAND,3.0,5.6,7.1,,0.32,,
2022,nwmp_pdf,30002,"RIVER KOSI AT DADIYAL BRIDGE, UTTRAKHAND",UTTARAKHAND,49.0,6.4,7.7,,0.32,,
2022,nwmp_pdf,1064,"RIVER RAMGANGA AT KANNAUJ (BEFORE CONF.), U.P",UTTAR PRADESH,7000.0,6.5,8.02,,0.9,,
2022,nwmp_pdf,30078,"RIVER RAMGANGA AT KALAGARHBARRAGE,KALAGARH, DIST,PAUDHIGADHWAL (U.K.)",UTTARAKHAND,7800.0,7.7,7.3,,0.32,,
2022,nwmp_pdf,30077,"RIVER RAMGANGA AT ROAD BRIDGE SHERKOT, DIST.BIJNAUR (U.P.)",UTTAR PRADESH,4500.0,7.4,7.07,,0.32,,
2022,nwmp_pdf,2497,"RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD, VILL. KOL, MEERUT",UTTAR PRADESH,130000.0,0.3,7.3,,20.0,,
2022,nwmp_pdf,1477,RIVER KALINADI AT U/S OF MUZAFFAR NAGAR U.P.,UTTAR PRADESH,12.0,2.2,7.2,,,,
2022,nwmp_pdf,1478,"RIVER KALINADI AT D/S OF MUZAFFAR NAGAR, U.P.",UTTAR PRADESH,25.0,0.0,7.0,,,,
2022,nwmp_pdf,1480,"RIVER KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR, U.P.",UTTAR PRADESH,2100000.0,0.0,7.52,,,,
2022,nwmp_pdf,1065,"RIVER KALINADI NEAR GUMATIYA VILLAGE ,KANNAUJ (BEFORE CONF.), U.P",UTTAR PRADESH,10000.0,5.3,7.64,,,,
2022,nwmp_pdf,30037,RIVER BANGANGA AT U/S IDRISHPUR (U.K.),UTTARAKHAND,330.0,4.6,7.24,,0.32,,
2022,nwmp_pdf,30038,RIVER BANGANGA AT D/S SHUKRATAL (BEFORE CONFLUENCE OF LAKSAR DRAIN ),UTTAR PRADESH,330.0,6.0,7.5,,0.89,,
2022,nwmp_pdf,2502,"SHUKRA TAL GHAT (CONFLUENCE OF BAANGANGA AND SALONI RIVER), MUZAFFARNAGAR,",UTTAR PRADESH,1.8,6.8,7.8,,,,
2022,nwmp_pdf,2482,"RIVER VARUNA AT RAMESHWAR, VARANASI",UTTAR PRADESH,2200.0,6.6,8.22,,0.82,,
2022,nwmp_pdf,2483,RIVER VARUNA B/C WITH GANGA AT VARANASI,UTTAR PRADESH,26000.0,3.7,7.36,,1.82,,
2022,nwmp_pdf,1350,"RIVER GOMTI AT SITAPUR U/S DADNAMAU GHAT, U.P.",UTTAR PRADESH,1400.0,6.1,7.91,,,,
2022,nwmp_pdf,1351,"RIVER GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT, U.P.",UTTAR PRADESH,4000.0,4.0,7.47,,0.7,,
2022,nwmp_pdf,1352,"RIVER GOMTI AT LUCKNOW D/S PIPRAGHAT , U.P.",UTTAR PRADESH,130000.0,1.1,7.08,,1.5,,
2022,nwmp_pdf,10097,RIVER GOMTI AT JAUNPUR U/S,UTTAR PRADESH,1700.0,7.3,8.15,,0.85,,
2022,nwmp_pdf,1353,"RIVER GOMTI AT JAUNPUR D/S, U.P.",UTTAR PRADESH,17000.0,6.5,8.26,,0.95,,
2022,nwmp_pdf,1072,"RIVER GOMTI AT VARANASI, RAJWARI U.P",UTTAR PRADESH,7000.0,6.8,8.25,,0.92,,
2022,nwmp_pdf,10083,RIVER GOMTI AT NEEMSAR U/S,UTTAR PRADESH,1700.0,5.9,7.89,,,,
2022,nwmp_pdf,10084,RIVER GOMTI AT NEEMSAR D/S,UTTAR PRADESH,2100.0,5.7,7.84,,0.54,,
2022,nwmp_pdf,10085,RIVER GOMTI AT BHATPUR U/S,UTTAR PRADESH,2400.0,5.6,7.82,,0.75,,
2022,nwmp_pdf,10086,RIVER GOMTI AT BHATPUR D/S,UTTAR PRADESH,2600.0,5.1,7.78,,0.8,,
2022,nwmp_pdf,10087,RIVER GOMTI AT GAUGHAT U/S,UTTAR PRADESH,4000.0,4.0,7.48,,0.6,,
2022,nwmp_pdf,10088,RIVER GOMTI AT GAUGHAT D/S,UTTAR PRADESH,4600.0,4.0,7.44,,0.8,,
2022,nwmp_pdf,10089,RIVER GOMTI AT MOHMEAK U/S,UTTAR PRADESH,54000.0,1.4,7.25,,,,
2022,nwmp_pdf,10090,RIVER GOMTI AT MOHMEAK D/S,UTTAR PRADESH,68000.0,1.1,7.2,,,,
2022,nwmp_pdf,10091,RIVER GOMTI AT PIPRAGHAT U/S,UTTAR PRADESH,110000.0,1.3,7.12,,1.1,,
2022,nwmp_pdf,10092,RIVER GOMTI AT PIPRAGHAT D/S,UTTAR PRADESH,130000.0,1.2,7.09,,1.4,,
2022,nwmp_pdf,10093,RIVER GOMTI AT GANGAGANJ U/S,UTTAR PRADESH,24000.0,2.9,7.0,,0.8,,
2022,nwmp_pdf,10094,RIVER GOMTI AT GANGAGANJ D/S,UTTAR PRADESH,21000.0,3.2,7.37,,0.6,,
2022,nwmp_pdf,1357,"RIVER HINDON AT SAHARANPUR D/S, AT MAHESHPUR .DEOBAND U.P.",UTTAR PRADESH,36.0,,6.6,,,,
2022,nwmp_pdf,2492,"RIVER GHAGHRA AT BARHALGANJ, GORAKHPUR",UTTAR PRADESH,34000.0,7.2,7.0,,0.32,,
2022,nwmp_pdf,,RIVER KHARASROTA AT KHANDITARA (D/S OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR),ODISHA,330.0,7.6,6.9,,0.32,,
2022,nwmp_pdf,,"RIVER INDRAVATI NELSONNAR,A/C OF DANTEWADA",CHHATTISGARH,,,7.4,,,,
2022,nwmp_pdf,,"RIVER WAINGANGA RIVER NEAR VILL. BUDUNDA MALANJKHAND, BALAGHAT",MADHYA PRADESH,,,7.22,,,,
2022,nwmp_pdf,,"RIVER WAINGANGA AT ASHTI, VILLAGE. ASHTI, TALUKA. GONDPIPRI, DISTRICT.CHANDRAPUR.",MAHARASHTRA,,,7.6,,,,
2022,nwmp_pdf,,"RIVER WAINGANGA AT D/S OF ELLORA PAPER MILLS, VILLAGE. TUMSAR, TALUKA. TUMSAR, BHANDARA.",MAHARASHTRA,,,7.9,,,,
2022,nwmp_pdf,,"RIVER WAINGANGA AT U/S OF ELLORA PAPER MILLS, VILLAGE. TUMSAR, TALUKA. TUMSAR, BHANDARA.",MAHARASHTRA,,,7.4,,,,
2022,nwmp_pdf,,"RIVER WAINGANGA AT U/S OF GAURAV PAPER MILLS, NEAR JACKWELL, VILLAGE. BRAMHPURI, TALUKA. CHANDRAPUR,",MAHARASHTRA,,,7.1,,,,
2022,nwmp_pdf,,"RIVER WAINGANGA AT D/S OF GAURAV PAPER MILLS, NEAR JACKWELL, VILLAGE. BRAMHPURI, TALUKA. CHANDRAPUR,",MAHARASHTRA,,,7.6,,,,
2022,nwmp_pdf,,"RIVER WAINGANGA AFTER CONFLUENCE WITH KANHAN RIVER, VILLAGE- AMBHORA,TALUKA- KUHI, DISTRICT- NAGPUR.",MAHARASHTRA,,,7.5,,,,
2022,nwmp_pdf,,"RIVER WAINGANGA AT BALAGHAT, M.P.",MADHYA PRADESH,,,7.4,,,,
2022,nwmp_pdf,,"RIVER RIVER WAINGANGA AT CHHAPARA , SEONI, NEAR WSS INTAKE POINT",MADHYA PRADESH,,,7.26,,,,
2022,nwmp_pdf,,"RIVER WAINGANGA AT CHHAPARA, NEAR ROAD BRIDGE AFTER MIXING MOTI & CHAMARIYA NALLA, JABALPUR",MADHYA PRADESH,,,7.3,,,,
2022,nwmp_pdf,,"RIVER WAINGANGA AT BAPERA, BHANDARA, (MAHARASHTRA)",MAHARASHTRA,,,8.4,,,,
2022,nwmp_pdf,,"RIVER WARDHA AT CONFLUENCE POINT OF PENGANGA & WARDHA. VILLAGE. JUGAD, TALUKA. WANI, DISTRICT. YAVATMAL.",MAHARASHTRA,,,7.8,,,,
2022,nwmp_pdf,,"RIVER PENGANGA NEAR WATER SUPPLY SCHEME OF UMARKHED M.C., VILLAGE. BELKHED, TALUKA. UMARKHED, YAVATMAL.",MAHARASHTRA,,,7.6,,,,
2022,nwmp_pdf,,"RIVER PENGANGA D/S OF ISAPUR DAM, VILLAGE- ISAPUR,TALUKA- PUSAD, DISTRICT- YAVATMAL.",MAHARASHTRA,,,7.7,,,,
2022,nwmp_pdf,,"RIVER PENGANGA AT MEHKAR -BULDANA ROAD BRIDGE, VILLAGE-MEHKAR, TALUKA-MEHKAR, AKOLA.",MAHARASHTRA,,,8.2,,,,
2023,nwmp_pdf,,RIVER BEAS AT RAISON,HIMACHAL PRADESH,2.0,7.8,6.8,1.0,0.32,,
2023,nwmp_pdf,,"RIVER BANGANGA (BATHING GHAT), KATRA,",JAMMU & KASHMIR,500.0,2.6,8.1,1.0,0.0,,
2023,nwmp_pdf,,RIVER BANGANGA (IN FRONT OF PONY SHED NEAR REASI BRIDGE)KATRA,JAMMU & KASHMIR,700.0,2.4,8.0,1.3,0.0,,
2023,nwmp_pdf,,"RIVER KALI BEIN FALLING INTO BEAS, PUNJAB",PUNJAB,1700.0,4.0,6.8,2.0,1.13,,
2023,nwmp_pdf,,RIVER SINDH AT SONAMARG U/S,JAMMU & KASHMIR,195.0,7.7,7.6,1.0,0.0,,
2023,nwmp_pdf,,RIVER SINDH AT SONAMARG D/S,JAMMU & KASHMIR,203.0,7.3,7.3,1.0,0.0,,
2023,nwmp_pdf,,DHAULI KHAD AT CHARAN GANGA MEDI,HIMACHAL PRADESH,2.0,6.9,7.4,1.0,0.32,,
2023,nwmp_pdf,,"RIVER GANGA AFTER CONFLUENCE OF RIVER BHAGIRATHI AND RIVER ALAKNANDA AT DEVPRAYAG ,DIST-TEFRI GARHWAL",UTTARAKHAND,2.0,10.0,7.5,1.0,0.32,,
2023,nwmp_pdf,,"RIVER GANGA AT SWARG ASHRAM ,RISHIKESH",UTTARAKHAND,2.0,9.0,7.2,1.0,0.32,,
2023,nwmp_pdf,,"RIVER GANGA U/S AT LAXMANJHULA,RISHIKESH",UTTARAKHAND,2.0,9.6,7.1,1.0,0.0,,
2023,nwmp_pdf,,"RIVER GANGA NEAR VISTHAPHIT COLONY, RISHIKESH",UTTARAKHAND,2.0,8.2,7.0,1.0,0.32,,
2023,nwmp_pdf,,"RIVER GANGA D/S AT BAIRAAJ,RISHIKESH",UTTARAKHAND,2.0,9.2,7.1,1.0,0.32,,
2023,nwmp_pdf,,"RIVER GANGA AFTER CONFLUENCE OF SONG NEAR SATYANARAYAN TEMPLE D/S RAIWALA, DEHRADUN",UTTARAKHAND,2.0,8.2,7.1,1.1,0.32,,
2023,nwmp_pdf,,RIVER GANGA AT HAR-KI-PAURI GHAT,UTTARAKHAND,9.0,8.0,7.3,1.0,0.32,,
2023,nwmp_pdf,,"RIVER GANGA U/S AT ABINDUGHAT, DUDHIYABAD, HARIDWAR",UTTARAKHAND,6.0,7.6,7.3,1.2,0.32,,
2023,nwmp_pdf,,"RIVER GANGA D/S AT BALKUMARI MANDIR, AJEETPUR, HARIDWAR",UTTARAKHAND,9.0,7.1,7.2,1.0,0.34,,
2023,nwmp_pdf,,"RIVER GANGA NEAR BISHANPUR KUNDI, HARIDWAR",UTTARAKHAND,11.0,7.6,7.2,1.0,0.33,,
2023,nwmp_pdf,,"UPPER GANGA CANAL D/S AT ROORKEE, HARIDWAR",UTTARAKHAND,10.0,7.4,7.4,1.2,0.32,,
2023,nwmp_pdf,,RIVER GANGA AT SULTANPUR (UTTARAKHAND),UTTARAKHAND,2000.0,7.0,7.3,1.2,0.32,,
2023,nwmp_pdf,,RIVER GANGA AT BIJNOR (U.P.),UTTAR PRADESH,13.0,7.2,7.6,1.0,0.32,,
2023,nwmp_pdf,,"RIVER GANGA AT MADHYA GANGA BARRAGE, BIJNOR",UTTAR PRADESH,2.0,8.6,7.6,1.0,0.0,,
2023,nwmp_pdf,,"RIVER GANGA TIGRI GANGA GHAT, VILLAGE-TIGARI, AMROHA",UTTAR PRADESH,2.0,8.4,7.7,1.2,0.0,,
2023,nwmp_pdf,,"RIVER GANGA AT U/S BRIJ GHAT ,GHARMUKTESHWAR",UTTAR PRADESH,94.0,8.5,7.0,1.0,0.0,,
2023,nwmp_pdf,,"RIVER GANGA AT D/S GARHMUKTESHWAR, U.P",UTTAR PRADESH,130.0,8.2,7.3,1.0,0.3,,
2023,nwmp_pdf,,"RIVER GANGA U/S, ANOOPSHAHAR",UTTAR PRADESH,350.0,7.1,7.1,1.0,0.0,,
2023,nwmp_pdf,,"RIVER GANGA D/S, ANOOPSHAHAR",UTTAR PRADESH,350.0,7.2,7.1,1.0,0.0,,
2023,nwmp_pdf,,"RIVER GANGA AT NARORA (BULANDSAHAR), U.P.",UTTAR PRADESH,350.0,7.3,7.0,1.0,0.0,,
2023,nwmp_pdf,,"RIVER GANGA AT KACHHLA GHAT, ALIGARH",UTTAR PRADESH,2.0,8.4,7.4,1.1,0.3,,
2023,nwmp_pdf,,RIVER GANGA AT GHATIYAGHAT FARRUKABAD,UTTAR PRADESH,2.0,6.5,8.0,2.6,0.0,,
2023,nwmp_pdf,,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT BRIDGE), U.P",UTTAR PRADESH,2.0,6.1,8.1,3.0,0.0,,
2023,nwmp_pdf,,"RIVER GANGA AT DURJANPUR, KANNAUJ D/S, U.P",UTTAR PRADESH,2.0,6.3,8.0,3.2,0.0,,
2023,nwmp_pdf,,"RIVER GANGAÂ NANAMAU GANGA BRIDGE, LUCKNOW MOHAN-HASANGANJ- RASULABAD MARG, KARTI AKBERPUR SENG",UTTAR PRADESH,3100.0,6.6,8.1,3.0,0.0,,
2023,nwmp_pdf,,"RIVER GANGA AT BITHOOR (KANPUR), U.P.",UTTAR PRADESH,2.0,6.2,7.8,3.0,0.0,,
2023,nwmp_pdf,,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),UTTAR PRADESH,2.0,6.1,7.8,3.0,0.0,,
2023,nwmp_pdf,,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P",UTTAR PRADESH,2.0,6.1,7.5,3.0,0.0,,
2023,nwmp_pdf,,RIVER GANGA AT D/S (SHUKLAGANJ),UTTAR PRADESH,2.0,6.0,7.5,3.2,0.0,,
2023,nwmp_pdf,,RIVER GANGA AT BATHING GHAT (GOLA GHAT),UTTAR PRADESH,2.0,5.9,7.8,3.4,0.0,,
2023,nwmp_pdf,,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),UTTAR PRADESH,20.0,6.0,7.7,3.4,0.0,,
2023,nwmp_pdf,,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P",UTTAR PRADESH,2.0,5.6,7.4,3.7,0.0,,
2023,nwmp_pdf,,"RIVER GANGA PURANA RAJAPUR, RAJAPUR, KANPUR",UTTAR PRADESH,4100.0,6.1,7.8,3.4,0.0,,
2023,nwmp_pdf,,RIVER GANGA A/C PANDU RIVER AT MADEVESHWAR BABA TAMPLE DEOMAI AHT.,UTTAR PRADESH,1500.0,7.5,7.8,2.4,0.62,,
2023,nwmp_pdf,,"RIVER GANGA AT DALMAU (RAI BAREILLY), U.P.",UTTAR PRADESH,8.0,3.0,7.7,2.5,0.78,,
2023,nwmp_pdf,,"RIVER GANGA AT KALA KANKAR, RAEBARELI",UTTAR PRADESH,7.0,0.3,7.8,2.4,0.76,,
2023,nwmp_pdf,,"RIVER GANGA AT KADAGHAT, KAUSHAMABI",UTTAR PRADESH,1300.0,6.9,7.7,2.6,0.64,,
2023,nwmp_pdf,,"RIVER GANGA AT GANGA BRIDGE .NH19, DHEEMI",UTTAR PRADESH,14.0,7.8,7.8,3.1,0.76,,
2023,nwmp_pdf,,"RIVER GANGA AT PRAYAGRAJ (RASOOLABAD), U.P.",UTTAR PRADESH,1700.0,7.2,7.8,2.7,0.6,,
2023,nwmp_pdf,,"RIVER GANGA AT PRAYAGRAJ D/S (SANGAM), U.P.",UTTAR PRADESH,2200.0,7.1,7.8,2.6,0.53,,
2023,nwmp_pdf,,RIVER GANGA B/CÂ TAMSA RIVER AT PRACHIN SHIVALAYA DUMDUMA GHAT,UTTAR PRADESH,1500.0,7.5,7.7,2.5,0.57,,
2023,nwmp_pdf,,"RIVER GANGA A/C TAMSA RIVER, SIRSA, SON BARSA",UTTAR PRADESH,1500.0,7.2,7.4,2.6,0.61,,
2023,nwmp_pdf,,"RIVER GANGA U/S, VINDHYACHAL, MIRZAPUR",UTTAR PRADESH,380.0,7.3,7.9,2.2,0.62,,
2023,nwmp_pdf,,"RIVER GANGA D/S, MIRZAPUR",UTTAR PRADESH,3400.0,6.6,7.6,3.3,0.0,,
2023,nwmp_pdf,,RIVER GANGA AT CHUNAR,UTTAR PRADESH,630.0,7.0,7.7,2.8,0.68,,
2023,nwmp_pdf,,"RIVER GANGA AT VARANASI U/S NEAR VISHWASUNDARI BRIDGE B/C DRAINS( NAGWA NALA, SAMNE GHAT NALA,NAKHHI NALA)",UTTAR PRADESH,310.0,7.2,7.8,2.1,0.58,,
2023,nwmp_pdf,,"RIVER GANGA AT VARANASI D/S , A/C RIVER VARUNA , U.P",UTTAR PRADESH,4900.0,6.7,7.6,3.3,0.72,,
2023,nwmp_pdf,,"RIVER GANGAÂ B/C GOMTI RIVER AT BALUA GHAT BRIDGE, VARANASI",UTTAR PRADESH,4600.0,7.0,7.7,3.2,0.68,,
2023,nwmp_pdf,,"RIVER GANGA A/C GOMTI RIVER, BHUSAULA",UTTAR PRADESH,4100.0,7.0,7.8,2.8,0.65,,
2023,nwmp_pdf,,"RIVER GANGAÂ ZAMANIA GANGA BRIDGE , ZAMANIZ, UP",UTTAR PRADESH,2700.0,7.4,7.3,2.8,0.6,,
