year,source,station_code,station_name,state,Temperature_C,Dissolved_Oxygen_mg_l,pH,BOD_mg_l,Nitrate_mg_l,TDS_mg_l,Fluoride_mg_l
2021,nwmp_pdf,1472,"RIVER GANGA AT SERAMPORE, HOOGHLY,WEST BENGAL",WEST BENGAL,110.0,3.2,7.2,,0.32,,
2021,nwmp_pdf,1053,"RIVER GANGA AT DAKSHMINESHWAR, KOLKATA, WEST BENGAL",WEST BENGAL,78.0,4.0,7.0,,0.32,,
2021,nwmp_pdf,1471,RIVER GANGA AT HOWRAH-SHIVPUR WEST BENGAL,WEST BENGAL,68.0,4.0,7.0,,0.32,,
2021,nwmp_pdf,1470,"RIVER GANGA AT GARDEN REACH, KOLKATA, WEST BENGAL",WEST BENGAL,78.0,4.0,7.1,,0.32,,
2021,nwmp_pdf,1052,"RIVER GANGA AT ULUBERIA , HOWRAH,WEST BENGAL",WEST BENGAL,23.0,4.1,7.0,,0.32,,
2021,nwmp_pdf,1335,RIVER GANGA AT PATIKALI NEAR DURGA CHAK WEST BENGAL,WEST BENGAL,110.0,5.0,6.4,,0.48,,
2021,nwmp_pdf,1469,"RIVER GANGA AT DIAMOND HARBOUR, 24 PARGANAS (S)WEST BENGAL",WEST BENGAL,2.0,4.0,7.0,,0.32,,
2021,nwmp_pdf,1492,RIVER YAMUNA AT YAMUNOTRI,UTTARAKH AND,2.0,10.6,7.2,,0.33,,
2021,nwmp_pdf,1493,RIVER YAMUNA AT HANUMANCHATTI,UTTARAKH AND,2.0,10.4,7.2,,0.33,,
2021,nwmp_pdf,1494,RIVER YAMUNA AT U/S OF LAKHWAR DAM,UTTARAKH AND,2.0,9.2,7.5,,0.3,,
2021,nwmp_pdf,30025,RIVER YAMUNA AT DAK PATHER (UTTARAKHAND),UTTARAKH AND,5.0,6.9,7.3,,0.32,,
2021,nwmp_pdf,1490,"RIVER YAMUNA AT U/S DAK PATHER,",UTTARAKH AND,2.0,8.0,7.4,,0.3,,
2021,nwmp_pdf,30027,RIVER YAMUNA AT PONTA SAHIB,HIMACHAL PRADESH,49.0,7.4,7.3,,0.42,,
2021,nwmp_pdf,1553,RIVER YAMUNA U/S PAONTA SAHIB,HIMACHAL PRADESH,2.0,7.3,7.5,,0.32,,
2021,nwmp_pdf,1554,RIVER YAMUNA D/S PAONTA SAHIB,HIMACHAL PRADESH,2.0,7.2,7.4,,0.42,,
2021,nwmp_pdf,4439,RIVER YAMUNA U/S RANBAXY,HIMACHAL PRADESH,2.0,5.6,7.1,,0.3,,
2021,nwmp_pdf,4440,RIVER YAMUNA D/S RANBAXY,HIMACHAL PRADESH,2.0,7.3,7.5,,0.32,,
2021,nwmp_pdf,30028,"RIVER YAMUNA AT BURIYA U/S JAGADHARI, MANDOLI, HARYANA",HARYANA,2.0,8.3,7.0,,0.32,,
2021,nwmp_pdf,30035,RIVER YAMUNA AT HATHNIKUND,HARYANA,2.0,7.2,7.2,,0.42,,
2021,nwmp_pdf,1117,"RIVER YAMUNA AT HATHNIKUND, YAMUNANAGAR",HARYANA,2200.0,5.9,7.6,,0.3,,
2021,nwmp_pdf,1496,"RIVER YAMUNA AT KALANAUR, YAMUNA NAGAR",HARYANA,200.0,5.6,7.6,,0.3,,
2021,nwmp_pdf,4914,"RIVER YAMUNA AT MANGLAURA, KARNAL",HARYANA,13.0,6.2,7.1,,0.3,,
2021,nwmp_pdf,30032,"RIVER YAMUNA AT SONAULI ROAD, SHAMLI BORDER , PANIPAT (HARYANA)",HARYANA,23.0,7.2,6.8,,0.32,,
2021,nwmp_pdf,10004,RIVER YAMUNA AT KHOJKIPUR PANIPAT,HARYANA,330.0,0.3,7.2,,0.3,,
2021,nwmp_pdf,30029,"RIVER YAMUNA AT SONIPAT, BAGHPAT ROAD(HARYANA)",HARYANA,33.0,4.8,6.9,,0.3,,
2021,nwmp_pdf,1119,RIVER YAMUNA AT SONEPAT,HARYANA,2600.0,5.1,7.6,,0.3,,
2021,nwmp_pdf,10005,"RIVER YAMUNA AT PALLA,SONEPAT",HARYANA,700.0,5.7,7.5,,0.3,,
2021,nwmp_pdf,30026,RIVER YAMUNA AT PALLA (DELHI),DELHI,33.0,3.9,6.7,,0.67,,
2021,nwmp_pdf,1120,"RIVER YAMUNA AT PALLA, DELHI",DELHI,23.0,4.6,7.3,,0.3,,
2021,nwmp_pdf,5098,RIVER YAMUNA AT WAZIRABAD,DELHI,680.0,1.9,6.6,,,,
2021,nwmp_pdf,5099,RIVER YAMUNA AT ISBT BRIDGE,DELHI,17000.0,0.3,7.2,,,,
2021,nwmp_pdf,5100,RIVER YAMUNA AT ITO BRIDGE,DELHI,22000.0,0.3,7.4,,,,
2021,nwmp_pdf,1121,"RIVER YAMUNA AT NIZAMUDDIN, DELHI",DELHI,79000.0,0.3,7.3,,0.3,,
2021,nwmp_pdf,1375,"RIVER YAMUNA AT OKHLA BRIDGE (INLET OF AGRA CANAL), DELHI",DELHI,4600.0,0.3,7.4,,0.3,,
2021,nwmp_pdf,1812,"RIVER YAMUNA AT OKHLA AFTER MEETING OF SHAHDARA DRAIN, DELHI",DELHI,330000.0,0.3,7.4,,0.3,,
2021,nwmp_pdf,1497,"RIVER YAMUNA AT RAHIMPUR KA NAGLA, NEAR FLYOVER BRIDGE (MAZAWALI)",HARYANA,78.0,0.3,7.0,,0.32,,
2021,nwmp_pdf,30030,"RIVER YAMUNA AT ASGARPUR VILLAGE,U.P",UTTAR PRADESH,2400.0,0.3,7.4,,0.32,,
2021,nwmp_pdf,30031,RIVER YAMUNA AT HASANPUR,HARYANA,2600.0,0.3,7.4,,0.43,,
2021,nwmp_pdf,30024,"RIVER YAMUNA AT MOHENA PALWAL ROAD, HARYANA",HARYANA,2400.0,0.3,7.0,,0.32,,
2021,nwmp_pdf,2493,RIVER YAMUNA AT SHAHPUR,UTTAR PRADESH,46000.0,3.6,7.1,,,,
2021,nwmp_pdf,2495,"RIVER YAMUNA AT KESIGHAT, VRINDAVAN",UTTAR PRADESH,63000.0,4.8,7.1,,,,
2021,nwmp_pdf,1123,"RIVER YAMUNA AT MATHURA U/S , U.P.",UTTAR PRADESH,68.0,0.3,6.9,,0.3,,
2021,nwmp_pdf,2494,"RIVER YAMUNA AT VISHRAMGHAT, MATHURA",UTTAR PRADESH,78000.0,4.4,7.2,,0.3,,
2021,nwmp_pdf,1124,"RIVER YAMUNA AT MATHURA D/S , U.P.",UTTAR PRADESH,170.0,2.5,7.1,,0.3,,
2021,nwmp_pdf,1125,"RIVER YAMUNA AT AGRA U/S, U.P.",UTTAR PRADESH,240.0,3.1,6.6,,0.3,,
2021,nwmp_pdf,1126,"RIVER YAMUNA AT D/S OF AGRA, U.P.",UTTAR PRADESH,1300.0,1.0,7.2,,0.3,,
2021,nwmp_pdf,1498,RIVER YAMUNA AT BATESWAR,UTTAR PRADESH,14000.0,6.1,7.6,,,,
2021,nwmp_pdf,10081,RIVER YAMUNA AT ETAWAH D/S,UTTAR PRADESH,28000.0,5.3,7.2,,,,
2021,nwmp_pdf,10082,RIVER YAMUNA AT UDI,UTTAR PRADESH,22000.0,5.5,7.4,,,,
2021,nwmp_pdf,1127,"RIVER YAMUNA AT ETAWAH, U.P.",UTTAR PRADESH,24000.0,5.4,7.3,,,,
2021,nwmp_pdf,1499,"RIVER YAMUNA AT JUHIKA B/C WITH CHAMBAL, ETAWAH, U.P",UTTAR PRADESH,21000.0,6.4,7.5,,,,
2021,nwmp_pdf,30034,RIVER YAMUNA AT ETAWAH,UTTAR PRADESH,12.0,10.1,7.6,,2.22,,
2021,nwmp_pdf,30033,"RIVER YAMUNA A/C OF CHAMBAL AT SHERGARH, JUHIKA (U.P)",UTTAR PRADESH,17.0,8.4,7.9,,0.42,,
2021,nwmp_pdf,2283,RIVER YAMUNA AT HAMIRPUR,UTTAR PRADESH,12000.0,6.5,7.3,,,,
2021,nwmp_pdf,1069,"RIVER YAMUNA AT ALLAHABAD D/S (BALUA GHAT), U.P",UTTAR PRADESH,1100.0,7.2,7.3,,0.5,,
2021,nwmp_pdf,1510,RIVER TONS SIRMAUR,HIMACHAL PRADESH,2.0,7.4,7.3,,0.32,,
2021,nwmp_pdf,30023,RIVER TONS AT HARIPUR (U.K.),UTTARAKH AND,8.0,9.2,7.6,,0.32,,
2021,nwmp_pdf,10102,RIVER HINDON AT MOHAN NAGAR U/S,UTTAR PRADESH,140000.0,0.8,7.0,,0.32,,
2021,nwmp_pdf,10103,RIVER HINDON AT MOHAN NAGAR D/S,UTTAR PRADESH,210000.0,0.3,7.1,,0.47,,
2021,nwmp_pdf,10106,RIVER HINDON AT GHAZIABAD U/S,UTTAR PRADESH,170000.0,0.7,7.0,,0.3,,
2021,nwmp_pdf,10100,RIVER HINDON AT BARNAWA U/S,UTTAR PRADESH,140000.0,0.3,7.4,,21.2,,
2021,nwmp_pdf,10101,RIVER HINDON AT BARNAWA D/S,UTTAR PRADESH,110000.0,0.3,7.4,,22.2,,
2021,nwmp_pdf,1483,"RIVER HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN, PURA MAHADEV, MEERUT, U.P.",UTTAR PRADESH,130000.0,0.3,7.4,,22.0,,
2021,nwmp_pdf,2496,"RIVER HINDON AT SARDHANA BUDHANA ROAD, VILLAGE BAPARSI, MEERUT",UTTAR PRADESH,110000.0,0.3,7.4,,21.0,,
2021,nwmp_pdf,1358,"RIVER HINDON AT GHAZIABAD D/S, U.P.",UTTAR PRADESH,32000.0,0.3,7.3,,0.3,,
2021,nwmp_pdf,1356,"RIVER BETWA BEFORE CONF. YAMUNA AT HAMIRPUR, U.P.",UTTAR PRADESH,1100.0,7.5,7.5,,,,
2021,nwmp_pdf,30079,"RIVER BETWA AT SUKMA DUKMA DAM, JHANSI",UTTAR PRADESH,2300.0,7.9,7.7,,0.3,,
2021,nwmp_pdf,1614,"RIVER BETWA NEAR INTAKE POINT, VIDISHA",MADHYA PRADESH,2.0,6.8,7.0,,0.3,,
2021,nwmp_pdf,2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD",MADHYA PRADESH,2.0,6.9,7.4,,0.1,,
2021,nwmp_pdf,2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",MADHYA PRADESH,2.0,6.9,7.5,,0.08,,
2021,nwmp_pdf,2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",MADHYA PRADESH,2.0,6.5,7.2,,0.3,,
2021,nwmp_pdf,2125,RIVER BETWA D/S AFTER MIXING OF BAIS AT VIDISHA,MADHYA PRADESH,2.0,6.2,7.3,,0.3,,
2021,nwmp_pdf,3832,RIVER BETWA AT U/S NEAR ROAD BRIDGE ORCHHA,MADHYA PRADESH,2.0,6.4,7.1,,0.04,,
2021,nwmp_pdf,30080,"RIVER BETWA AT KANJIA ROAD BRIDGE, ASHOK NAGAR (M.P.)",MADHYA PRADESH,2700.0,7.6,7.7,,0.3,,
2021,nwmp_pdf,2953,"RIVER KALI SINDH AT ANICUT OF M/S CFCL GADEPAN, KOTA, RAJASTHAN",RAJASTHA N,20.0,4.9,7.9,,0.3,,
2021,nwmp_pdf,2956,"RIVER KALI SINDH AT BAROD ROAD BRIDGE, KOTA, RAJASTHAN",RAJASTHA N,11.0,3.8,8.0,,0.3,,
2021,nwmp_pdf,2955,"RIVER CHAMBAL ENTERING IN RAJASTHAN AT GANDHI SAGAR DAM, KOTA, RAJASTHAN",RAJASTHA N,20.0,4.3,7.7,,0.3,,
2021,nwmp_pdf,3309,"RIVER CHAMBAL AT TAL VILLAGE NEAR BRIDGE, UJJAIN",MADHYA PRADESH,49.0,6.9,7.3,,0.3,,
2021,nwmp_pdf,1365,RIVER CHAMBAL AT NAGDA U/S (WATER INTAKE POINT) M.P.,MADHYA PRADESH,48.0,7.0,7.2,,0.3,,
2021,nwmp_pdf,1366,"RIVER CHAMBAL AT NAGDA D/S, M.P.",MADHYA PRADESH,12.0,0.3,6.5,,0.3,,
2021,nwmp_pdf,2954,"RIVER PARVATI BEFORE MEETING CHAMBAL AT KHATOLI, KOTA, RAJASTHAN",RAJASTHA N,11.0,4.4,8.1,,0.3,,
2021,nwmp_pdf,1064,RIVER RAMGANGA AT KANNAUJ (BEFORE CONF.),UTTAR PRADESH,2.0,5.8,8.0,,,,
2021,nwmp_pdf,30078,RIVER RAMGANGA AT D/S KALAGARH DAM (U.K.),UTTARAKHAND,6800.0,7.6,7.3,,0.3,,
2021,nwmp_pdf,30077,"RIVER RAMGANGA AT D/S SHERKOT, KALAGARH (U.P.)",UTTAR PRADESH,330000.0,7.4,7.4,,0.3,,
2021,nwmp_pdf,2497,"RIVER KALI EAST AT KHARKHODA- PARIKSHIT GARH ROAD, VILL. KOL",UTTAR PRADESH,140000.0,0.3,7.4,,20.2,,
2021,nwmp_pdf,1477,RIVER KALINADI AT U/S OF MUZAFFAR NAGAR U.P.,UTTAR PRADESH,275.0,1.8,7.3,,,,
2021,nwmp_pdf,1478,"RIVER KALINADI AT D/S OF MUZAFFAR NAGAR, U.P.",UTTAR PRADESH,655.0,0.3,7.0,,,,
2021,nwmp_pdf,1480,RIVER KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR,UTTAR PRADESH,220000.0,0.3,7.2,,,,
2021,nwmp_pdf,1065,RIVER KALINADI AT KANNAUJ (BEFORE CONF.),UTTAR PRADESH,2.0,5.1,7.7,,,,
2021,nwmp_pdf,30037,RIVER BANGANGA AT U/S IDRISHPUR (U.K.),UTTARAKHAND,5.0,3.2,6.9,,0.81,,
2021,nwmp_pdf,30038,RIVER BANGANGA AT D/S SHUKRATAL (BEFORE CONFLUENCE OF LAKSAR DRAIN ),UTTAR PRADESH,13.0,3.8,6.9,,0.32,,
2021,nwmp_pdf,2502,"RIVER BANGANGA SHUKRA TAL, MUZAFFARNAGAR, NEAR GANGA RIVER",UTTAR PRADESH,195.0,7.6,7.5,,,,
2021,nwmp_pdf,2482,"RIVER VARUNA AT RAMESHWAR, VARANASI",UTTAR PRADESH,1700.0,6.8,7.5,,0.3,,
2021,nwmp_pdf,2483,RIVER VARUNA B/C WITH GANGA AT VARANASI,UTTAR PRADESH,34000.0,3.1,7.3,,0.3,,
2021,nwmp_pdf,1350,RIVER GOMTI AT SITAPUR U/S AT WATER INTAKE,UTTAR PRADESH,2.0,7.0,8.4,,0.3,,
2021,nwmp_pdf,1351,RIVER GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,UTTAR PRADESH,2.0,7.1,8.1,,0.3,,
2021,nwmp_pdf,1352,RIVER GOMTI AT LUCKNOW D/S,UTTAR PRADESH,20.0,0.6,7.4,,0.3,,
2021,nwmp_pdf,10097,RIVER GOMTI AT JAUNPUR U/S,UTTAR PRADESH,1400.0,7.2,7.5,,0.3,,
2021,nwmp_pdf,1353,RIVER GOMTI AT JAUNPUR D/S,UTTAR PRADESH,17000.0,6.7,7.5,,0.3,,
2021,nwmp_pdf,1072,"RIVER GOMTI AT VARANASI, U.P",UTTAR PRADESH,9400.0,6.8,7.4,,0.3,,
2021,nwmp_pdf,10083,RIVER GOMTI AT NEEMSAR U/S,UTTAR PRADESH,2400.0,5.3,7.9,,,,
2021,nwmp_pdf,10084,RIVER GOMTI AT NEEMSAR D/S,UTTAR PRADESH,3300.0,5.1,7.9,,,,
2021,nwmp_pdf,10085,RIVER GOMTI AT BHATPUR U/S,UTTAR PRADESH,3900.0,5.2,7.9,,,,
2021,nwmp_pdf,10086,RIVER GOMTI AT BHATPUR D/S,UTTAR PRADESH,2300.0,5.0,7.9,,,,
2021,nwmp_pdf,10087,RIVER GOMTI AT GAUGHAT U/S,UTTAR PRADESH,6800.0,4.5,7.8,,,,
2021,nwmp_pdf,10088,RIVER GOMTI AT GAUGHAT D/S,UTTAR PRADESH,7900.0,4.1,7.8,,,,
2021,nwmp_pdf,10089,RIVER GOMTI AT MOHMEAK U/S,UTTAR PRADESH,94000.0,2.2,7.7,,,,
2021,nwmp_pdf,10090,RIVER GOMTI AT MOHMEAK D/S,UTTAR PRADESH,110000.0,1.9,7.6,,,,
2021,nwmp_pdf,10091,RIVER GOMTI AT PIPRAGHAT U/S,UTTAR PRADESH,170000.0,1.0,7.6,,,,
2021,nwmp_pdf,10092,RIVER GOMTI AT PIPRAGHAT D/S,UTTAR PRADESH,220000.0,0.6,7.5,,,,
2021,nwmp_pdf,10093,RIVER GOMTI AT GANGAGANJ U/S,UTTAR PRADESH,17000.0,2.6,7.7,,,,
2021,nwmp_pdf,10094,RIVER GOMTI AT GANGAGANJ D/S,UTTAR PRADESH,14000.0,3.0,7.7,,,,
2021,nwmp_pdf,2492,"RIVER GHAGHRA AT BARHALGANJ, GORAKHPUR",UTTAR PRADESH,40000.0,7.0,7.6,,,,
2021,nwmp_pdf,1075,"RIVER SONE AT KOELWAR, BHOJPUR",BIHAR,2.0,6.0,7.3,,0.3,,
2021,nwmp_pdf,3121,"RIVER SONE NEAR BANZARI, ROHTAS",BIHAR,1700.0,7.1,7.1,,0.3,,
2021,nwmp_pdf,3127,"RIVER SONE AT BAHIYARA, BHOJPUR",BIHAR,2.0,6.2,7.6,,0.3,,
2021,nwmp_pdf,3128,"RIVER SONE AT NASIRIGANJ DAM, ROHTAS",BIHAR,1700.0,7.1,7.5,,0.3,,
2021,nwmp_pdf,2556,"RIVER SONE AT INDRAPURI, DEHRI ON SONE, ROHTAS",BIHAR,1100.0,7.3,7.3,,0.3,,
2021,nwmp_pdf,4406,"RIVER SONE AT OBRA, AURANGABAD",BIHAR,4900.0,6.4,7.0,,0.3,,
2021,nwmp_pdf,4407,"RIVER SONE AT WATER INTAKE POINT BHARTIYA RAIL BIJALI CO. LTD (BRBCL) NAVINAGAR, AURANGABAD",BIHAR,220.0,7.5,7.4,,0.3,,
2021,nwmp_pdf,4298,"RIVER SONE AT ROAD BRIDGE-DEHRI-ON- SONE, ROHTAS",BIHAR,1100.0,7.7,7.3,,0.3,,
2021,nwmp_pdf,3329,"RIVER SONE AT CHURHAT,DISTT.SIDHI",MADHYA PRADESH,2.0,6.8,7.4,,0.56,,
2021,nwmp_pdf,1143,"RIVER TONS AT CHAKGHAT, M.P.",MADHYA PRADESH,2.0,6.5,7.5,,0.56,,
2021,nwmp_pdf,3853,"RIVER TONS AT BASEMAN MAMA TEMPLE, NEAR PURWA FALL, TEHSIL-SEMARIYA, DIST- REWA",MADHYA PRADESH,2.0,6.0,7.6,,0.46,,
2021,nwmp_pdf,1078,"RIVER GANDAK AT SONEPUR, PATNA (B/C GANGA), SARAN",BIHAR,2300.0,6.4,7.7,,0.3,,
2021,nwmp_pdf,2568,"RIVER GANDAK AT REWAGHAT, MUJAFFARPUR",BIHAR,7900.0,5.5,7.1,,0.3,,
2021,nwmp_pdf,3125,RIVER GANDAK GOPALGANJ PIPRAKOTHI ROAD BRIDGE (DUMARIA GHAT),BIHAR,400.0,6.3,7.3,,0.3,,
2021,nwmp_pdf,10126,"RIVER GANDAK AT KONHARA GHAT, VAISHALI",BIHAR,1700.0,6.4,7.8,,0.3,,
2021,nwmp_pdf,10163,"RIVER GANDAK AT ROAD BRIDGE, U/S HAJIPUR",BIHAR,330.0,6.6,7.6,,0.3,,
2021,nwmp_pdf,2570,"RIVER BURHI GANDAK AT Z ROAD BRIDGE, SAMASTIPUR",BIHAR,3300.0,5.5,7.6,,0.3,,
2021,nwmp_pdf,3124,RIVER BURHI GANDAK U/S ROAD BRIDGE MUZAFFARPUR (NH),BIHAR,1400.0,5.1,7.4,,0.3,,
2021,nwmp_pdf,2562,"RIVER BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR",BIHAR,1700.0,4.5,7.5,,0.3,,
2021,nwmp_pdf,4403,"RIVER BURHI GANDAK AT BARACHAKIA, EAST CHAMPARAN",BIHAR,24000.0,6.4,7.3,,0.3,,
2021,nwmp_pdf,4300,"RIVER BURHI GANDAK AT LAL BAGLA GHAT, MOTIHARI DHAKA ROAD, EAST CHAMPARAN",BIHAR,1700.0,6.7,6.8,,0.3,,
2021,nwmp_pdf,4295,"RIVER BURHI GANDAK AT KHAGARIA ROAD BRIDGE, KHAGARIA",BIHAR,13000.0,4.8,7.3,,0.3,,
2021,nwmp_pdf,4299,"RIVER KAMALA (BIHAR) GANGA AT JEEWACH GHAT, DARBHANGA",BIHAR,4800.0,5.5,6.6,,0.3,,
2021,nwmp_pdf,4293,"RIVER KOHRA (GANGA) U/S RAJ GHAT, MANJHAULIA, WEST CHAMPARAN",BIHAR,2700.0,2.5,7.1,,0.3,,
2021,nwmp_pdf,4294,"RIVER KOHRA (GANGA) D/S RAJ GHAT, MANJHAULIA, WEST CHAMPARAN",BIHAR,680.0,4.9,7.1,,0.3,,
2021,nwmp_pdf,1610,"RIVER SONE AT ORIGIN AMARKANTAK, M.P",MADHYA PRADESH,2.0,6.5,6.8,,0.32,,
2021,nwmp_pdf,1142,"RIVER SONE AT CHACHAI, M.P.",MADHYA PRADESH,2.0,3.8,7.6,,0.32,,
2021,nwmp_pdf,1371,"RIVER SONE AT AMLAI, M.P.",MADHYA PRADESH,2.0,6.7,7.6,,0.32,,
2021,nwmp_pdf,1612,RIVER SONE AT DEVLOAD OUT LET OF BANSAGAR DAM,MADHYA PRADESH,2.0,6.9,7.5,,0.32,,
2021,nwmp_pdf,3327,"RIVER SONE AT AMLAI, 100 METRE D/S AFTER MIXING OF ATPS EFFLUENT, REWA",MADHYA PRADESH,2.0,6.7,7.7,,0.32,,
2021,nwmp_pdf,3846,"RIVER SONE AT JARWAHI NEAR ROAD BRIDGE, SHAHDOL",MADHYA PRADESH,2.0,6.5,7.5,,0.32,,
2021,nwmp_pdf,30082,RIVER SONE DEORA U/S RIHAND (M. P.),MADHYA PRADESH,6800.0,6.8,7.2,,0.3,,
2021,nwmp_pdf,3851,"RIVER SONE NEAR BHANVARSEN ROAD BRIDGE AFTER CONFLUENCE OF BANAS RIVER, DIST SIDHI",MADHYA PRADESH,2.0,6.7,7.2,,0.51,,
2021,nwmp_pdf,4604,"RIVER SONE AT VILLAGE- KHAIRPUR, NEAR ROAD BRIDGE M.P- U.P. BOUNDARY, DISTT SIDHI",MADHYA PRADESH,2.0,7.0,7.6,,0.3,,
2021,nwmp_pdf,30081,"RIVER SONE U/S TO RIHAND, CHOPAN (U.P.)",UTTAR PRADESH,1900.0,7.2,7.0,,0.3,,
2021,nwmp_pdf,3836,RIVER SONE ON KACHAN DAM NEAR IMILYA NORTH COAL,MADHYA PRADESH,175.0,6.9,7.2,,0.38,,
2021,nwmp_pdf,3834,"RIVER SONE AT CHITAWAL NEAR ROAD BRIDGE CHITRANGI, DIST SINGROULI",MADHYA PRADESH,145.0,7.1,7.2,,0.3,,
2021,nwmp_pdf,2119,"RIVER BETWA AT NAYAPUR D/S MANDIDEEP INDL. AREA NO.1, DIST.RAISEN",MADHYA PRADESH,2.0,6.9,7.3,,5.15,,
2021,nwmp_pdf,2121,"RIVER BETWA NEAR ROAD BRIDGE, BHOJPUR",MADHYA PRADESH,2.0,4.2,7.3,,4.02,,
2021,nwmp_pdf,2122,RIVER BETWA NEAR W/S INTAKE WELL POINT RAISEN,MADHYA PRADESH,2.0,6.8,7.6,,2.75,,
2021,nwmp_pdf,3833,"RIVER BETWA AT RAJGHAT DAM, SAGAR",MADHYA PRADESH,2.0,6.5,7.1,,0.3,,
2021,nwmp_pdf,2120,"RIVER KALIASOT NEAR ROAD BRIDGE, MANDIDEEP",MADHYA PRADESH,2.0,6.8,7.2,,5.02,,
2021,nwmp_pdf,3555,"RIVER DAMODAR NEAR ZARANGDIH BRIDGE, BOKARO",JHARKHA ND,21.5,7.7,7.6,,,,
2021,nwmp_pdf,4083,"RIVER DAMODAR NEAR ROHINI PROJECT, NK AREA, PO-DAKRA, RANCHI",JHARKHA ND,12.0,7.3,6.6,,,,
2021,nwmp_pdf,3553,RIVER DAMODAR NEAR TELMUCHO BRIDGE,JHARKHA ND,24.0,7.5,7.5,,,,
2021,nwmp_pdf,3556,"RIVER DAMODAR AT CONFLUENCE OF BOKARO & DAMODAR NEAR ZARANGDIH BRIDGE, BOKARO",JHARKHA ND,21.5,7.5,7.5,,,,
2021,nwmp_pdf,3557,"RIVER DAMODAR NEAR BERMO RAILWAY STATION, BOKARO",JHARKHA ND,21.0,7.5,7.5,,,,
2021,nwmp_pdf,2382,RIVER DAMODAR AT PHUSRO ROAD BRIDGE,JHARKHA ND,20.0,7.5,7.5,,,,
2021,nwmp_pdf,2383,RIVER DAMODAR U/S JAMADOBA WATER WORKS,JHARKHA ND,30.0,7.4,7.4,,,,
2021,nwmp_pdf,2384,RIVER DAMODAR AT DOMGARH WATER WORKS D/S SINDRI,JHARKHA ND,34.0,7.5,7.4,,,,
2021,nwmp_pdf,2391,RIVER DAMODAR AT PANCHET DAM,JHARKHA ND,26.0,7.4,7.4,,,,
2021,nwmp_pdf,1331,"RIVER DAMODAR AT DISHERGARH VILL.(NR.BIHAR- WEST BENGAL BORDER) , BURDWAN,WEST BENGAL",WEST BENGAL,10.0,7.6,7.0,,0.3,,
2021,nwmp_pdf,1332,"RIVER DAMODAR AT D/S OF IISCO AFTER 3RD OUTFALL AT DHENNA VILLAGE, BURDWAN,WEST BENGAL",WEST BENGAL,12.0,7.5,7.1,,0.3,,
2021,nwmp_pdf,1333,"RIVER DAMODAR AT NARAINPUR AFTER CONFL. OF NUNIA NALLAH, BURDWAN,WEST BENGAL",WEST BENGAL,11.0,7.4,6.9,,0.3,,
2021,nwmp_pdf,1334,"RIVER DAMODAR NEAR MUJHER MANA VILLAGE AFTER CONF. OF TAMLA NALLAH, BURDWAN,WEST BENGAL",WEST BENGAL,14.0,6.8,7.0,,0.3,,
2021,nwmp_pdf,10107,"RIVER DAMODAR AT ANDAL U/S, BURDWAN",WEST BENGAL,8.0,7.5,7.1,,0.3,,
2021,nwmp_pdf,10108,"RIVER DAMODAR AT ANDAL D/S, BURDWAN",WEST BENGAL,11.0,7.5,7.1,,0.3,,
2021,nwmp_pdf,10109,"RIVER DAMODAR AT ASANSOL U/S, BURDWAN",WEST BENGAL,8.0,7.5,7.0,,0.3,,
2021,nwmp_pdf,10110,"RIVER DAMODAR AT DURGAPUR U/S, BURDWAN",WEST BENGAL,14.0,7.5,6.9,,0.3,,
2021,nwmp_pdf,10111,"RIVER DAMODAR AT RANIGANJ D/S, BURDWAN",WEST BENGAL,11.0,7.6,7.1,,0.3,,
2021,nwmp_pdf,2527,"RIVER DAMODAR AT WATER INTAKE POINT FOR BURDWAN TOWN, BURDWAN",WEST BENGAL,12.0,7.7,7.3,,0.3,,
2021,nwmp_pdf,1337,"RIVER RUPNARAYAN BEFORE CONFL. TO GANGA NEAR GEONKHALI,MEDINIPORE, WEST BENGAL",WEST BENGAL,78.0,5.6,7.6,,0.4,,
2021,nwmp_pdf,30065,RIVER DAMODAR AT DISHERGARH (WEST BENGAL),WEST BENGAL,2700.0,7.1,7.5,,0.32,,
2021,nwmp_pdf,30066,RIVER DAMODAR AT SINDRI,WEST BENGAL,35000.0,7.2,7.3,,0.42,,
2021,nwmp_pdf,30086,"RIVER CHAMBAL AT GWALIOR ROAD BRIDGE, UDI, ETAWAH DIST.",UTTAR PRADESH,1700.0,7.6,7.7,,0.32,,
2021,nwmp_pdf,1288,"RIVER CHAMBAL AT KOTA U/S (INTAKE PT. NEAR BARRAGE), RAJASTHAN",RAJASTHAN,9.0,5.6,7.8,,0.3,,
2021,nwmp_pdf,1289,"RIVER CHAMBAL AT KOTA D/S (2 KM. FROM CITY), RAJASTHAN",RAJASTHAN,39.0,3.6,7.9,,0.3,,
2021,nwmp_pdf,1413,"RIVER CHAMBAL AT RAMESHWARGHAT NR. SAWAIMADHOPUR, RAJASTHAN",RAJASTHAN,23.0,4.3,7.8,,0.3,,
