State,District,Basin,Sub_Basin,Station_Name,Station_Type,Date,Month,Year,Agency_name,Latitude,Longitude,_24d,_as,_do,aldrin,alk_phen,alk_tot,b,barium,bhc,bod,bod3_27,ca,carbon_14,cd,chlf_a,cl,cn,co3,cocci,cod,cr,cu,data_gov_update_date,ddt,dieldrin,do_sat_,ec_fld,ec_gen,endos,f,fcol_mpn,fe,har_ca,har_mg,har_total,hco3,hg,k,mg,na,na_,nh3_n,ni,no2_n,no2_no3,no3_n,o_po4_p,org_n,p_tot,pah,pb,ph_fld,ph_gen,rsc,sar,secchi,sio2,sio3,so4,ss,tcol_mpn,tds,temp,toc,ts,turb,zn,_401,ag,al,colour_cod,d_o,d_o_,mn,odour_code,oxygen_18,pcb,ph,phenols,radon,se,strontium,tritium,uranium,no2__n,caco3,mgcaco3,bod
Uttar Pradesh,PRAYGRAJ,Ganga,Tons,Mejaroad,Surface Water,1984-05-01 08:00:00,05,1984,CWC,25.2375,82.0377777778,NA,NA,NA,NA,0,422.0000305176,0.3799999952,NA,NA,NA,NA,230.4799957275,NA,NA,NA,324,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,2830,2812,NA,0.0500000007,NA,NA,NA,NA,961.0333251953,514.8400268555,NA,9.5,92.3600006104,76.5,14.6764726639,NA,NA,NA,NA,1.8200000525,NA,NA,0.001,NA,NA,7.4000000954,7.4600000381,0,1.0767111778,576.200012207,9,NA,108,NA,NA,1800,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,SONBHADRA,Ganga,Sone,Chopan,Surface Water,1984-05-01 08:00:00,05,1984,CWC,24.5297222222,83.0230555556,NA,NA,NA,NA,0,220,0.5199999809,NA,NA,NA,NA,56.7599983215,NA,NA,NA,32,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,635,630,NA,0.200000003,NA,NA,NA,NA,242.9416656494,268.3999938965,NA,6,24.25,15.8000001907,12.1235494614,NA,NA,NA,NA,1.6000000238,NA,NA,0.0199999996,NA,NA,7.9000000954,8.0399999619,0,0.4423327744,141.8999938965,11.1000003815,NA,8.6999998093,NA,NA,403,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rajasthan,DHOLPUR,Ganga,Yamuna,DHOLPUR,Surface Water,1984-06-02 07:15:00,06,1984,CWC,26.6594444444,77.9030555556,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8999996185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,BALRAMPUR,Ganga,Ghaghra,Balrampur,Surface Water,1984-06-01 08:00:00,06,1984,CWC,27.4352777778,82.2294444444,NA,NA,NA,NA,27.8879985809,360,NA,NA,NA,NA,NA,57.6199989319,NA,NA,NA,48,NA,33.5999984741,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,309,NA,NA,NA,NA,NA,NA,253.7166595459,370.8800048828,NA,41,26.3199996948,72,33.9610557556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1000003815,2.1578569412,1.9726001024,144.0500030518,0.0199999996,NA,39.0299987793,NA,NA,198,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,BARABANKI,Ganga,Ghaghra,Elginbridge,Surface Water,1984-06-01 08:00:00,06,1984,CWC,27.0952777778,81.4861111111,NA,NA,6.8600001335,NA,21.9120006561,212,NA,NA,NA,NA,NA,68.8000030518,NA,NA,NA,62.125,NA,26.3999996185,NA,NA,NA,NA,2025-08-27,NA,NA,75.4509429932,NA,325,NA,NA,NA,NA,NA,NA,262.112487793,204.9600067139,NA,7.4289999008,21.6270008087,9.6599998474,7.2155990601,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8.1000003815,0,0.2602606118,172,9,NA,27.8400001526,NA,NA,208,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,GONDA,Ganga,Ghaghra,Chandradeepghat,Surface Water,1984-06-01 08:00:00,06,1984,CWC,27.1355555556,82.5008333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8800010681,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,214.9916687012,448.9599914551,NA,41,21.6700000763,61,33.273223877,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,7.9000000954,NA,1.8153966665,124.7000045776,12,NA,NA,NA,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,KAUSHAMBI,Ganga,Ganga,Shahzadpur,Surface Water,1984-06-01 09:00:00,06,1984,CWC,25.6649388889,81.4186194444,NA,NA,NA,NA,15.936000824,272.1639404297,NA,NA,NA,NA,NA,29,NA,NA,NA,42,NA,19.2000007629,NA,NA,NA,NA,2025-08-27,NA,NA,NA,660,659,NA,NA,NA,NA,NA,NA,169.1666717529,293,NA,14.1999998093,23.2000007629,47,35.4688110352,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,8.1999998093,8.3000001907,2.0863263607,1.5781410933,72.5,22.5,NA,46,NA,NA,422,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,LALITPUR,Ganga,Yamuna,RAJGHAT,Surface Water,1984-06-01 08:00:00,06,1984,CWC,24.7680555556,78.2361111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6000003815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,MIRZAPUR,Ganga,Ganga,Mirzapur,Surface Water,1984-06-01 08:00:00,06,1984,CWC,25.1546,82.5296,NA,NA,NA,NA,7.968000412,658,0.0900000036,NA,NA,NA,NA,36.9799995422,NA,NA,NA,62,NA,9.6000003815,NA,NA,NA,NA,2025-08-27,NA,NA,NA,1335,1330,NA,0.5899999738,NA,0.0099999998,NA,NA,238.6583251953,783.2399902344,NA,7,35.0900001526,132.5,53.98777771,0.0500000007,NA,0,0.0099999998,0.0099999998,NA,NA,0.0099999998,NA,NA,8,8.2899999619,8.4253511429,3.7465283871,92.4499969482,17.7999992371,NA,32.2000007629,NA,NA,851,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,RAMPUR,Ganga,Ramganga,Rampur,Surface Water,1984-06-01 08:00:00,06,1984,CWC,28.7866666667,78.9861111111,NA,NA,NA,NA,0,180,NA,NA,NA,NA,NA,24.0799999237,NA,NA,NA,1,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,442,NA,NA,NA,NA,NA,NA,169.9083251953,219.6000061035,NA,1.5,26.3299999237,10,11.3225059509,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8.1999998093,0.2311789244,0.3351747096,60.2000007629,2,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,VARANASI,Ganga,-,Varanasi,Surface Water,1984-06-01 08:00:00,06,1984,CWC,25.3258333333,83.04,NA,NA,NA,NA,15.936000824,536,0.2199999988,NA,NA,NA,NA,84.2799987793,NA,NA,NA,248,NA,19.2000007629,NA,NA,NA,NA,2025-08-27,NA,NA,NA,2250,2245,NA,0.0500000007,NA,0.0099999998,NA,NA,550.4083251953,614.8800048828,NA,600,81.5299987793,70.5,10.4563455582,0.0500000007,NA,0,0.0099999998,0.0099999998,NA,NA,0.001,NA,NA,7.9000000954,8.0799999237,0,1.3126795292,210.6999969482,17,NA,43.7999992371,NA,NA,1437,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttarakhand,Dehradun,Ganga,-,Rishikesh,Surface Water,1984-06-01 10:00:00,06,1984,CWC,30.1030555556,78.3038888889,NA,NA,8.6000003815,NA,0,69,NA,NA,NA,NA,NA,26.8799991608,NA,NA,NA,20,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,94.6808166504,NA,187,NA,NA,NA,NA,NA,NA,86.6583328247,84.1800003052,NA,1.2000000477,4.6700000763,3,6.9156475067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9000000954,0,0.1404798627,67.1999969482,10,NA,40.5,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,GORAKHPUR,Ganga,Ghaghra,Regauli,Surface Water,1984-07-02 08:00:00,07,1984,CWC,27.0161111111,83.2122222222,NA,NA,NA,NA,35.8559989929,384,0.001,NA,NA,NA,NA,55.0400009155,NA,NA,NA,48,NA,43.2000007629,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,294,NA,NA,NA,NA,NA,NA,219.3083343506,380.6400146484,NA,66,19.6100006104,96,40.8417358398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1000003815,3.3187410831,2.8280417919,137.6000061035,0.0199999996,NA,31.2700004578,NA,NA,188,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,HAMIRPUR,Ganga,Yamuna,HAMIRPUR,Surface Water,1984-07-02 08:05:00,07,1984,CWC,25.9602777778,80.1538888889,NA,NA,6.8600001335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,HAMIRPUR,Ganga,Yamuna,SAHIJINA,Surface Water,1984-07-02 01:15:00,07,1984,CWC,25.9447222222,80.1533333333,NA,NA,7.5100002289,NA,NA,NA,3.5299999714,NA,NA,NA,NA,40.7999992371,NA,NA,NA,28,NA,24,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,770,NA,1.8999999762,NA,0,NA,NA,NA,237.3899993896,NA,1.9500000477,5.0399999619,31.5100002289,NA,NA,NA,0.1800000072,0.1800000072,0,0.9599999785,NA,NA,NA,NA,NA,8.4399995804,NA,NA,NA,6.3000001907,NA,0.1899999976,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,KAUSHAMBI,Ganga,Ganga,Shahzadpur,Surface Water,1984-07-01 09:00:00,07,1984,CWC,25.6649388889,81.4186194444,NA,NA,NA,NA,0,116.3934402466,NA,NA,NA,NA,NA,25,NA,NA,NA,13,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,280,276,NA,NA,NA,NA,NA,NA,84.1666641235,142,NA,5,5.1999998093,19.5,31.9881973267,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,7.8000001907,7.9000000954,0.6520386338,0.9266995788,62.5,8.3000001907,NA,22,NA,NA,166,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,MIRZAPUR,Ganga,Ganga,Mirzapur,Surface Water,1984-07-02 08:50:00,07,1984,CWC,25.1546,82.5296,NA,NA,NA,NA,7.968000412,192,0.1199999973,NA,NA,NA,NA,36.1199989319,NA,NA,NA,36,NA,9.6000003815,NA,NA,NA,NA,2025-08-27,NA,NA,NA,495,484,NA,0.0500000007,NA,0.0099999998,NA,NA,137.5916595459,214.7200012207,NA,15.1999998093,11.3500003815,29.5,29.1070289612,0.0500000007,NA,0,0.0099999998,0.0099999998,NA,NA,0.001,NA,NA,7.8000001907,8.1199998856,1.1029992104,1.0969856977,90.2999954224,5.6999998093,NA,24,NA,NA,310,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,MORADABAD,Ganga,Ramganga,Moradabad,Surface Water,1984-07-02 08:00:00,07,1984,CWC,28.8266666667,78.7983333333,NA,NA,NA,NA,0,107.9999923706,0,NA,NA,NA,NA,22.3600006104,NA,NA,NA,10,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,128.9833374023,131.7599945068,NA,2,17.5400009155,3,4.7610282898,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8.1000003815,0,0.115358226,55.9000015259,4,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,SITAPUR,Ganga,Gomti,Neemsar,Surface Water,1984-07-09 08:00:00,07,1984,CWC,27.3461111111,80.4777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.4799995422,NA,NA,NA,74,NA,43.2000007629,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,266.6166687012,400.1600036621,NA,54,28.8999996185,90,36.9581031799,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8.3000001907,2.7025735378,2.4056093693,146.1999969482,1,NA,57.2700004578,NA,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bihar,KHAGARIA,Ganga,Kosi,Baltara,Surface Water,1984-08-01 08:00:00,08,1984,CWC,25.5400888889,86.7247083333,NA,NA,NA,NA,4,104.0400009155,0.0099999998,NA,NA,NA,NA,30.6000003815,NA,NA,NA,12,NA,2.4000000954,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,186,NA,NA,NA,NA,77.3099975586,NA,132.5700073242,122,NA,2,13.4200000763,7.5,10.779999733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-0.5699999928,0.2800000012,NA,NA,NA,13.1700000763,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,AGRA,Ganga,Yamuna,AGRA(POIYAGHAT),Surface Water,1984-08-01 09:50:00,08,1984,CWC,27.2541666667,78.0230555556,NA,NA,6.5799999237,NA,14.9399995804,134.5,0.5,NA,NA,NA,3.7000000477,48.5999984741,NA,NA,NA,30.1800003052,NA,18,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,730,NA,1.8999999762,NA,0,NA,NA,138.2100067139,127.4899978638,NA,1.9600000381,4.0100002289,14.9499998093,18.8199996948,NA,NA,0,0,0,0.2800000012,NA,NA,NA,NA,NA,7.6999998093,0,0.5500000119,0,5.6999998093,NA,1.1000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,BALRAMPUR,Ganga,Ghaghra,Balrampur,Surface Water,1984-08-01 08:00:00,08,1984,CWC,27.4352777778,82.2294444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.6399993896,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,NA,266.6000061035,434.3200073242,NA,18,25.7999992371,65,32.9269599915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1.7369879484,159.1000061035,0.0199999996,NA,33.7400016785,NA,NA,195,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,JAUNPUR,Ganga,Gomti,MAIGHAT,Surface Water,1984-08-01 08:00:00,08,1984,CWC,25.6388888889,82.8611111111,NA,NA,NA,NA,0,672,0.200000003,NA,NA,NA,NA,55.9000015259,NA,NA,NA,40,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,1335,1328,NA,0.8100000024,NA,NA,NA,NA,288.0833435059,819.8400268555,NA,9.6000003815,35.5999984741,137.5,50.0679779053,NA,NA,NA,NA,0.0099999998,NA,NA,0.0199999996,NA,NA,7.5,7.5500001907,7.7190999985,3.536854744,139.75,15.6000003815,NA,40,NA,NA,850,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,LUCKNOW,Ganga,-,LUCKNOW,Surface Water,1984-08-01 08:00:00,08,1984,CWC,26.0833333335,80.9500000002,NA,NA,NA,NA,63.7440032959,380,NA,NA,NA,NA,NA,61.0600013733,NA,NA,NA,46,NA,76.8000030518,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,332,NA,NA,NA,NA,NA,NA,262.3166809082,307.4400024414,NA,24,26.3199996948,45,25.1455249786,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8.3299999237,2.3863193989,1.2124047279,152.6500091553,22,NA,NA,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,LUCKNOW,Ganga,Gomti,Lucknow,Surface Water,1984-08-01 08:00:00,08,1984,CWC,26.8619444444,80.9461111111,NA,NA,NA,NA,63.7440032959,380,NA,NA,NA,NA,NA,61.0600013733,NA,NA,NA,46,NA,76.8000030518,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,332,NA,NA,NA,NA,NA,NA,262.3166809082,307.4400024414,NA,24,26.3199996948,45,25.1455249786,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8.3299999237,2.3863193989,1.2124047279,152.6500091553,22,NA,NA,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,PRAYGRAJ,Ganga,Yamuna,PRATAPPUR,Surface Water,1984-08-01 07:00:00,08,1984,CWC,25.2994444444,81.5655555556,NA,NA,6.4699997902,NA,19.9200000763,184.5,0.6800000072,NA,NA,NA,NA,45.4000015259,NA,NA,NA,40.1199989319,NA,24,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,794,NA,0.9499999881,NA,0,NA,NA,123.1200027466,176.2899932861,NA,1.9600000381,2.3099999428,28.9799995422,33.4700012207,NA,NA,0,0,0,0.2399999946,NA,NA,NA,NA,NA,7.7199997902,1.2300000191,1.1399999857,0,6.4000000954,NA,0.7200000286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,RAMPUR,Ganga,Ramganga,Rampur,Surface Water,1984-08-01 08:00:00,08,1984,CWC,28.7866666667,78.9861111111,NA,NA,NA,NA,0,124,NA,NA,NA,NA,NA,24,NA,NA,NA,8,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,277,NA,NA,NA,NA,NA,NA,137.4166717529,151.2799987793,NA,1,18.5799999237,2.5,3.800973177,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8.1999998093,0,0.0931337029,60,5,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttarakhand,Dehradun,Ganga,-,Rishikesh,Surface Water,1984-08-01 10:00:00,08,1984,CWC,30.1030555556,78.3038888889,NA,NA,8.470000267,NA,0,81,NA,NA,NA,NA,NA,26.2399997711,NA,NA,NA,20,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,95.0084152222,NA,68,NA,NA,NA,NA,NA,NA,98.0166702271,98.8199996948,NA,2.5,7.7800002098,9,16.2767982483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3999996185,0,0.3964946866,65.5999984741,58,NA,8.5,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rajasthan,DHOLPUR,Ganga,Yamuna,DHOLPUR,Surface Water,1984-09-01 09:00:00,09,1984,CWC,26.6594444444,77.9030555556,NA,NA,5.9899997711,NA,4.9800000191,154.5,0.5799999833,NA,NA,NA,NA,31.3999996185,NA,NA,NA,12.0699996948,NA,6,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,352,NA,0.0599999987,NA,0,NA,NA,115.4599990845,176.2899932861,NA,1.9600000381,8.8699998856,5.5199999809,9.279999733,0,NA,0.0099999998,0.0099999998,0,0.9599999785,NA,NA,NA,NA,NA,7.8200001717,0.7900000215,0.2199999988,78.5,5.3000001907,NA,0.5299999714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,BALRAMPUR,Ganga,Ghaghra,Balrampur,Surface Water,1984-09-01 08:00:00,09,1984,CWC,27.4352777778,82.2294444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.4799995422,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,294,NA,NA,NA,NA,NA,NA,257.9916687012,395.2799987793,NA,35,26.8299999237,51,26.9227275848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1.3856415749,146.1999969482,0.0199999996,NA,30.4500007629,NA,NA,188,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,BARABANKI,Ganga,Ghaghra,Elginbridge,Surface Water,1984-09-01 08:00:00,09,1984,CWC,27.0952777778,81.4861111111,NA,NA,7.25,NA,11.9519996643,176,NA,NA,NA,NA,NA,49.7999992371,NA,NA,NA,26.625,NA,14.3999996185,NA,NA,NA,NA,2025-08-27,NA,NA,79.7404327393,NA,305,NA,NA,NA,NA,NA,NA,171.5812530518,185.4400024414,NA,7.0380001068,11.2995004654,9.4300003052,10.2410392761,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8,0.1045147404,0.3138995171,124.5,20,NA,21.6000003815,NA,NA,195,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,FATEHPUR,Ganga,-,Bhitaura,Surface Water,1984-09-01 08:00:00,09,1984,CWC,26.0419444444,80.8594444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0799999237,NA,NA,NA,8,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,235,NA,NA,NA,NA,NA,NA,150.4916687012,122,NA,1.7999999523,21.6700000763,3.2000000477,4.3907551765,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0.1139372438,60.2000007629,10,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,HAMIRPUR,Ganga,Yamuna,HAMIRPUR,Surface Water,1984-09-01 09:10:00,09,1984,CWC,25.9602777778,80.1538888889,NA,NA,6.7600002289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,JAUNPUR,Ganga,Gomti,MAIGHAT,Surface Water,1984-09-01 08:00:00,09,1984,CWC,25.6388888889,82.8611111111,NA,NA,NA,NA,0,588,0.1299999952,NA,NA,NA,NA,39.5600013733,NA,NA,NA,42,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,1120,1115,NA,0.2300000042,NA,NA,NA,NA,266.6083374023,717.3599853516,NA,6.8000001907,40.25,112.5,47.2629623413,NA,NA,NA,NA,0.0099999998,NA,NA,0.001,NA,NA,7.8000001907,7.9200000763,6.4721331596,3.0099232197,98.9000015259,12.1999998093,NA,24.2000007629,NA,NA,714,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,JAUNPUR,Ganga,Gomti,MAIGHAT,Surface Water,1984-09-01 09:00:00,09,1984,CWC,25.6388888889,82.8611111111,NA,NA,NA,NA,0,180,0.001,NA,NA,NA,NA,24.0799999237,NA,NA,NA,20,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,355,347,NA,0.0500000007,NA,NA,NA,NA,101.0333328247,219.6000061035,NA,7.8000001907,9.8000001907,26.1000003815,33.9609260559,NA,NA,NA,NA,0.0199999996,NA,NA,0.0179999992,NA,NA,8,8.2299995422,1.5913928747,1.1329841614,60.2000007629,2.2999999523,NA,12.3999996185,NA,NA,222,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
