State,District,Basin,Sub_Basin,Station_Name,Station_Type,Date,Month,Year,Agency_name,Latitude,Longitude,_24d,_as,_do,aldrin,alk_phen,alk_tot,b,barium,bhc,bod,bod3_27,ca,carbon_14,cd,chlf_a,cl,cn,co3,cocci,cod,cr,cu,data_gov_update_date,ddt,dieldrin,do_sat_,ec_fld,ec_gen,endos,f,fcol_mpn,fe,har_ca,har_mg,har_total,hco3,hg,k,mg,na,na_,nh3_n,ni,no2_n,no2_no3,no3_n,o_po4_p,org_n,p_tot,pah,pb,ph_fld,ph_gen,rsc,sar,secchi,sio2,sio3,so4,ss,tcol_mpn,tds,temp,toc,ts,turb,zn,_401,ag,al,colour_cod,d_o,d_o_,mn,odour_code,oxygen_18,pcb,ph,phenols,radon,se,strontium,tritium,uranium,no2__n,caco3,mgcaco3,bod
West Bengal,DARJILING,Ganga,Mahananda,Matigara,Surface Water,2011-11-15 08:20:00,11,2011,CWC,26.7202777778,88.3777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,10.1999998093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0999999046,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,1.3999999762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Bengal,PURBA BARDHAMAN,Ganga,Bhagirathi-II (WB)*,KALNA (Ebb),Surface Water,2011-11-01 08:00:00,11,2011,CWC,23.2202777778,88.3725,NA,NA,NA,NA,7.3870000839,93.8499984741,NA,NA,NA,NA,NA,32.5999984741,NA,NA,NA,10.6499996185,NA,9,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.3320007324,NA,174.5330047607,48.2000007629,NA,0,15.4799995422,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6999998093,NA,NA,NA,NA,NA,NA,1.9199999571,NA,NA,NA,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bihar,GAYA,Ganga,Phalgu,Gaya,Surface Water,2011-12-01 08:10:00,12,2011,CWC,24.7708333333,85.0122222222,NA,NA,NA,NA,11.9519996643,124,NA,NA,NA,NA,NA,37.8400001526,NA,NA,NA,34,NA,14.3999996185,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,NA,176.3083343506,122,NA,NA,19.6100006104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4499998093,0,NA,94.5999984741,NA,NA,4,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bihar,KATIHAR,Ganga,Fulhar,LABHA,Surface Water,2011-12-01 08:00:00,12,2011,CWC,25.4305555556,87.7683333333,NA,NA,NA,NA,0,123,NA,NA,NA,NA,NA,22.3999996185,NA,NA,NA,14.1999998093,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.5830078125,NA,121.8330001831,75,NA,1.9500000477,11.3999996185,5.0599999428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6999998093,NA,NA,NA,NA,NA,NA,0.9599999785,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bihar,PATNA,Ganga,Sone,Koelwar,Surface Water,2011-12-01 08:00:00,12,2011,CWC,25.5713888889,84.7977777778,NA,NA,NA,NA,15.936000824,144,NA,NA,NA,NA,NA,30.9599990845,NA,NA,NA,30.9599990845,NA,19.2000007629,NA,NA,NA,NA,2025-08-27,NA,NA,NA,290,320,NA,NA,NA,NA,NA,NA,154.8166656494,136.6399993896,NA,NA,18.5799999237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2899999619,8.3000001907,0,NA,77.3999938965,NA,NA,9,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bihar,PATNA,Ganga,Punpun,Sripalpur,Surface Water,2011-12-01 08:00:00,12,2011,CWC,25.5013888889,85.1208333333,NA,NA,NA,NA,40.0099983215,204.0099945068,NA,NA,NA,NA,NA,43,NA,NA,NA,43,NA,24,NA,NA,NA,NA,2025-08-27,NA,NA,NA,290,290,NA,NA,NA,NA,107.3700027466,NA,188.0800018311,200,NA,NA,19.6000003815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3999996185,8.3999996185,0.3199999928,NA,107.5,NA,NA,17,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jharkhand,HAZARIBAG,Ganga,Bhagirathi-II (WB)*,Hendegir,Surface Water,2011-12-01 08:00:00,12,2011,CWC,23.7047222222,85.1725,NA,NA,NA,NA,0,66.2300033569,NA,NA,NA,NA,NA,37.7999992371,NA,NA,NA,22.0100002289,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,302,NA,NA,NA,NA,511.9379882812,NA,204.7749938965,40.4000015259,NA,3.128000021,18.9099998474,5.0599999428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0999999046,NA,NA,NA,NA,NA,35.5200004578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madhya Pradesh,RATLAM,Ganga,Yamuna,Tal,Surface Water,2011-12-01 10:00:00,12,2011,CWC,23.7213888889,75.3444444444,NA,NA,NA,NA,14.5814399719,154.8500061035,0.259920001,NA,NA,NA,NA,73.9319992065,NA,NA,NA,186.3820953369,NA,17.5680007935,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,1529,NA,0.2603000104,NA,0.1134599969,NA,NA,318.0547485352,153.1954040527,NA,28.5351791382,31.9739398956,202.1009979248,55.4932670593,NA,NA,0,19.0100803375,19.0100803375,0,NA,NA,NA,NA,NA,7.9699997902,0,4.9450130463,184.8300018311,NA,NA,377.1600036621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madhya Pradesh,SIDHI,Ganga,Sone,Kuldah Bridge,Surface Water,2011-12-01 09:00:00,12,2011,CWC,24.4108333333,81.7041666667,NA,NA,8.1599998474,NA,0,112,0.0219999999,NA,NA,NA,2.3299999237,33.1800003052,NA,NA,NA,29,NA,0,NA,10.8999996185,NA,NA,2025-08-27,NA,NA,102.4096374512,245,236,NA,0.476000011,800,0.0250000004,NA,NA,191.8666687012,136.6399993896,NA,7,26.1399993896,16,14.8650865555,0.0500000007,NA,0,0.3759999871,0.3759999871,NA,NA,0.001,NA,NA,8.5200004578,8.6999998093,0,0.5044484735,82.9499969482,7.9800000191,NA,11.279999733,NA,2300,129,27,NA,NA,0.1000000015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rajasthan,KOTA,Ganga,Yamuna,Barod,Surface Water,2011-12-01 08:30:00,12,2011,CWC,25.3802777778,76.3202777778,NA,NA,NA,NA,15.8015403748,146.5099945068,0.1098000035,NA,NA,NA,NA,22.6940002441,NA,NA,NA,76.7119522095,NA,19.0380001068,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,507,NA,0.3097000122,NA,0.0706799999,NA,NA,157.1750030518,140.0316009521,NA,4.680270195,24.1056003571,72.5189971924,49.3627281189,0,NA,0,1.6015715599,1.6015715599,0,NA,NA,NA,NA,NA,8.5399999619,0,2.5271039009,56.7350006104,NA,NA,43.3727989197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,AGRA,Ganga,Yamuna,AGRA (J.B.),Surface Water,2011-12-21 08:00:00,12,2011,CWC,27.2038888889,78.035,NA,NA,NA,NA,0,229.4499969482,0.1583999991,NA,NA,NA,NA,60.9799995422,NA,NA,NA,156.2355041504,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,1069,NA,0.4560000002,NA,0.0744000003,NA,NA,267.4193725586,279.9289855957,NA,NA,27.5926494598,NA,NA,NA,NA,0.2345999926,6.9603600502,6.7257599831,0.1446759999,NA,NA,NA,NA,NA,7.8299999237,0,NA,152.4499969482,NA,NA,79.9680023193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,AURAIYA,Ganga,Yamuna,AURAIYA,Surface Water,2011-12-01 08:00:00,12,2011,CWC,26.4280555556,79.4788888889,NA,NA,NA,NA,0,30.3999996185,0.0612000003,NA,NA,NA,NA,52.7000007629,NA,NA,NA,16.0104999542,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,643,NA,0.2090000063,NA,0.2231999934,NA,NA,295.8762512207,37.0880012512,NA,NA,39.3903007507,NA,NA,NA,NA,0.0275999997,1.2746680975,1.2470680475,0.1343419999,NA,NA,NA,NA,NA,7.7800002098,0,NA,131.75,NA,NA,8.9759998322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,ETAWAH,Ganga,Yamuna,UDI,Surface Water,2011-12-01 08:00:00,12,2011,CWC,26.6963888889,78.9377777778,NA,NA,NA,NA,32.3699989319,163.5,0.0612000003,NA,NA,NA,NA,33.5400009155,NA,NA,NA,33.0504989624,NA,39,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,460,NA,0,NA,0.0744000003,NA,NA,182.5687561035,120.1699981689,NA,NA,23.6924991608,NA,NA,NA,NA,0.0137999998,0.3500880003,0.3362880051,0.010334,NA,NA,NA,NA,NA,8.6999998093,0,NA,83.8499984741,NA,NA,27.9839992523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,FATEHPUR,Ganga,-,Bhitaura,Surface Water,2011-12-01 08:00:00,12,2011,CWC,26.0419444444,80.8594444444,NA,NA,6.0399999619,NA,0,168,NA,NA,NA,NA,5.8400001526,32.5999984741,NA,NA,NA,19.8799991608,NA,0,NA,6,NA,NA,2025-08-27,NA,NA,67.7509765625,NA,410,NA,0.398999989,NA,NA,NA,NA,166.5500030518,204.9600067139,NA,3.128000021,20.4120006561,13.3400001526,14.6277561188,0.1965599954,NA,0.2207999974,9.748960495,9.5281600952,0.1653439999,NA,NA,NA,NA,7.5,8.0900001526,0.0529962704,0.4512811899,81.5,NA,NA,7.1999998093,NA,NA,250,21,NA,NA,2.4000000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,GONDA,Ganga,Ghaghra,Chandradeepghat,Surface Water,2011-12-12 08:00:00,12,2011,CWC,27.1355555556,82.5008333333,NA,NA,3.7200000286,NA,0,160,NA,NA,NA,NA,3.5099999905,34.4000015259,NA,NA,NA,13.845000267,NA,0,NA,11,NA,NA,2025-08-27,NA,NA,40.9150886536,NA,400,NA,0.2660000026,NA,NA,NA,NA,167.5062561035,195.1999969482,NA,3.128000021,19.5615005493,9.4300003052,10.7473335266,0.1544400007,NA,0.1932000071,5.9381198883,5.7449197769,0.1240079999,NA,NA,NA,NA,7.5,8.1000003815,0,0.3180561662,86,NA,NA,4.8000001907,NA,NA,242,20,NA,NA,1.6000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,Hapur,Ganga,-,Garhmukteshwar,Surface Water,2011-12-01 08:00:00,12,2011,CWC,28.7663888889,78.1416666667,NA,NA,7.0500001907,NA,0,132,NA,NA,NA,NA,1.3700000048,25.7999992371,NA,NA,NA,18.1049995422,NA,0,NA,5,NA,NA,2025-08-27,NA,NA,74.4692077637,NA,300,NA,0.3039999902,NA,NA,NA,NA,137.3999938965,161.0399932861,NA,3.5190000534,17.4960002899,12.4200000763,16.0905265808,0.1965599954,NA,5.6579999924,5.8821921349,0.2241919935,0.1446759999,NA,NA,NA,NA,8,7.6999998093,0,0.4626348317,64.5,NA,NA,5.7600002289,NA,NA,185,18,NA,NA,2.2000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,JALAUN,Ganga,Yamuna,MOHANA,Surface Water,2011-12-01 08:00:00,12,2011,CWC,25.8236111111,79.4625,NA,NA,NA,NA,0,248.75,0,NA,NA,NA,NA,37.4599990845,NA,NA,NA,124.9954986572,NA,0,NA,26,NA,NA,2025-08-27,NA,NA,NA,NA,998,NA,0.4180000126,400,0.0744000003,NA,NA,192.6218719482,303.4750061035,NA,37.614200592,23.7532501221,133.2619934082,54.7742385864,6.0371999741,NA,0,2.494136095,2.494136095,0.2893519998,NA,NA,NA,NA,NA,7.6500000954,1.1503019333,4.1920318604,93.6500015259,NA,NA,125.0400009155,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,KANPUR NAGAR,Ganga,-,Kanpur,Surface Water,2011-12-01 09:00:00,12,2011,CWC,26.4722222222,80.3786111111,NA,NA,5.3200001717,NA,0,184,NA,NA,NA,NA,4.1199998856,36.2000007629,NA,NA,NA,13.845000267,NA,0,NA,11,NA,NA,2025-08-27,NA,NA,59.7323303223,NA,430,NA,0.2090000063,NA,NA,NA,NA,185.168762207,224.4799957275,NA,3.9100000858,22.720500946,10.1199998856,10.4401159286,0,NA,0.0966000035,5.9816398621,5.8850398064,0.1240079999,NA,NA,NA,NA,8,8.1700000763,0.0033344273,0.3246846497,90.5,NA,NA,6.2399997711,NA,NA,260,21.5,NA,NA,2.2000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,LUCKNOW,Ganga,-,LUCKNOW,Surface Water,2011-12-12 08:00:00,12,2011,CWC,26.0833333335,80.9500000002,NA,NA,3.7200000286,NA,0,160,NA,NA,NA,NA,3.5099999905,34.4000015259,NA,NA,NA,13.845000267,NA,0,NA,11,NA,NA,2025-08-27,NA,NA,40.9150886536,NA,400,NA,0.2660000026,NA,NA,NA,NA,167.5062561035,195.1999969482,NA,3.128000021,19.5615005493,9.4300003052,10.7473335266,0.1544400007,NA,0.1932000071,5.9381198883,5.7449197769,0.1240079999,NA,NA,NA,NA,7.5,8.1000003815,0,0.3180561662,86,NA,NA,4.8000001907,NA,NA,242,20,NA,NA,1.6000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,Lakhimpur Kheri,Ganga,Ghaghra,Paliakalan,Surface Water,2011-12-01 09:30:00,12,2011,CWC,28.385,80.5533333333,NA,NA,7.8200001717,NA,0,152,0.1599999964,NA,NA,NA,0.7900000215,34.4000015259,NA,NA,NA,15.9750003815,NA,0,NA,12,NA,NA,2025-08-27,NA,NA,77.5485992432,NA,260,NA,0.1330000013,NA,NA,NA,NA,176.1125030518,185.4400024414,NA,3.9100000858,21.6270008087,4.5999999046,5.2703952789,0.6177600026,NA,0.1379999965,0.5303360224,0.3923360109,0.1240079999,NA,NA,NA,NA,NA,7.8899998665,0,0.1513313204,86,NA,NA,11.0399999619,NA,NA,159,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,MIRZAPUR,Ganga,Ganga,Mirzapur,Surface Water,2011-12-01 09:00:00,12,2011,CWC,25.1546,82.5296,NA,NA,8.1700000763,NA,0,166,0.001,NA,NA,NA,2.9200000763,34.2999992371,NA,NA,NA,48,NA,0,NA,10.6000003815,NA,NA,2025-08-27,NA,NA,95.2436447144,390,384,NA,0.5159999728,2600,0.2319999933,NA,NA,131.2916717529,202.5200042725,NA,7,10.9300003052,26,28.8421516418,0.0500000007,NA,0.2860000134,0.3126000166,0.0265999995,NA,NA,0.0265999995,NA,NA,8.3999996185,8.6199998856,0.7084136605,0.9897765517,85.75,7.8400001526,NA,32,NA,4800,198,23,NA,NA,0.1000000015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,MORADABAD,Ganga,Ramganga,Gagan Moradabad,Surface Water,2011-12-01 08:00:00,12,2011,CWC,28.7955555556,78.7652777778,NA,NA,5.0999999046,NA,NA,NA,NA,NA,NA,NA,2.7599999905,39.5999984741,NA,NA,NA,28.0450000763,NA,0,NA,10,NA,NA,2025-08-27,NA,NA,52.7677192688,NA,540,NA,0.3039999902,NA,NA,NA,NA,202.2749938965,214.7200012207,NA,4.3010001183,24.7859992981,18.6299991608,16.4166984558,0.1965599954,NA,0.0966000035,17.6115989685,17.5149993896,0.0930059999,NA,NA,NA,NA,7.5,7.3699998856,0,0.5718804002,99,NA,NA,10.0799999237,NA,NA,330,17,NA,NA,3.0999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,PRAYGRAJ,Ganga,Yamuna,PRATAPPUR,Surface Water,2011-12-11 09:00:00,12,2011,CWC,25.2994444444,81.5655555556,NA,NA,NA,NA,8.9639997482,199.9499969482,0.1008000001,NA,NA,NA,NA,49.5999984741,NA,NA,NA,61.095500946,NA,10.8000001907,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,657,NA,0.3420000076,NA,0.1488000005,NA,NA,221.5037536621,221.9790039062,NA,NA,23.4008998871,NA,NA,0,NA,0.0551999994,0.2093319893,0.1541319937,0.010334,NA,NA,NA,NA,NA,8.0100002289,0,NA,124,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,SAHARANPUR,Ganga,Yamuna,Kalanaur,Surface Water,2011-12-01 12:00:00,12,2011,CWC,30.0678333333,77.3540222222,NA,NA,NA,NA,16.2098999023,134,0.3492000103,NA,NA,NA,NA,26.8799991608,NA,NA,NA,12.7445001602,NA,19.5300006866,NA,4,NA,NA,2025-08-27,NA,NA,NA,NA,417,NA,0.2280000001,10,0.0186000001,NA,NA,184.7006225586,123.7689971924,NA,5.9432001114,28.2001495361,10.763999939,10.9338417053,0,NA,0,0.700600028,0.700600028,0,NA,NA,NA,NA,NA,8.3299999237,0,0.3460157514,67.1999969482,NA,NA,60.4799995422,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,SHAMLI,Ganga,Yamuna,Mawi ,Surface Water,2011-12-01 14:30:00,12,2011,CWC,29.3825,77.1544444444,NA,NA,NA,NA,16.0107002258,134.5500030518,0,NA,NA,NA,NA,20.0400009155,NA,NA,NA,16.294500351,NA,19.2900009155,NA,18,NA,NA,2025-08-27,NA,NA,NA,NA,414,NA,0.2660000026,25,0,NA,NA,188.5087432861,124.9280014038,NA,8.5237998962,33.2181015015,18.3080005646,16.7727451324,0,NA,0,0.8827559948,0.8827559948,0,NA,NA,NA,NA,NA,8.529999733,0,0.5828549266,50.0999984741,NA,NA,66.1439971924,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,SONBHADRA,Ganga,Sone,Chopan,Surface Water,2011-12-01 09:20:00,12,2011,CWC,24.5297222222,83.0230555556,NA,NA,7.7800002098,NA,39.8400001526,172,0.0320000015,NA,NA,NA,2.7200000286,33.3199996948,NA,NA,NA,24,NA,48,NA,6.4000000954,NA,NA,2025-08-27,NA,NA,97.6405715942,200,196,NA,0.4160000086,600,0.2099999934,NA,NA,163.3000030518,112.2399978638,NA,6,19.2000007629,15,16.115436554,0.0500000007,NA,0,0.1979999989,0.1979999989,NA,NA,0.001,NA,NA,8.6000003815,8.7399997711,0.1969962269,0.5124051571,83.3000030518,8.1199998856,NA,12,NA,2000,96,27,NA,NA,0.1000000015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttarakhand,PAURI GARHWAL,Ganga,Ganga,Devprayag (G),Surface Water,2011-12-01 08:30:00,12,2011,CWC,30.1405555556,78.5969444444,NA,NA,8,NA,0,26.2295074463,0.1000000015,NA,NA,NA,1.2000000477,11,NA,NA,NA,3.0999999046,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,77.7083816528,138,138,NA,0.0500000007,NA,NA,NA,NA,77.5,32,NA,2,12,4,9.8770999908,NA,NA,NA,NA,NA,NA,NA,0.0070000002,NA,NA,7.3000001907,7.3000001907,0,0.1985118836,27.5,NA,NA,11,NA,NA,73,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttarakhand,Tehri Garhwal,Ganga,Bhagirathi-I,Koteshwar,Surface Water,2011-12-01 09:30:00,12,2011,CWC,30.2658333333,78.5030555556,NA,NA,7.8000001907,NA,0,32.7868843079,0.8999999762,NA,NA,NA,0.8000000119,12,NA,NA,NA,7,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,77.3502655029,NA,116,NA,0.4499999881,NA,NA,NA,NA,67.5,40,NA,0.8999999762,9,3,8.7405204773,NA,NA,NA,NA,NA,NA,NA,0.6899999976,NA,NA,NA,7.5,0,0.1594548523,30,NA,NA,10.1999998093,NA,NA,61,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttarakhand,Uttarkashi,Ganga,Bhagirathi-I,Uttarkashi,Surface Water,2011-12-01 09:00:00,12,2011,CWC,30.7291666667,78.4469444444,NA,NA,8,NA,0,32.7868843079,0.1599999964,NA,NA,NA,1.6000000238,11,NA,NA,NA,4.3000001907,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,72.5491943359,127,127,NA,0.6700000167,NA,NA,NA,NA,67.0833358765,40,NA,0.8000000119,9.5,4.5,12.6537151337,NA,NA,NA,NA,NA,NA,NA,0.7599999905,NA,NA,7.1999998093,7.1999998093,0,0.2399683744,27.5,NA,NA,9,NA,NA,67,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Bengal,MURSHIDABAD,Ganga,Farakka_Feeder Canal,FARAKKA(HR),Surface Water,2011-12-01 08:00:00,12,2011,CWC,24.7991666667,87.9163888889,NA,NA,NA,NA,9.295999527,200.6670074463,NA,NA,NA,NA,NA,37.7999992371,NA,NA,NA,17.0400009155,NA,11.3000001907,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.75,NA,191.1000061035,111.0999984741,NA,1.9500000477,13.4399995804,5.0599999428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8000001907,NA,NA,NA,NA,NA,NA,12.9600000381,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bihar,GAYA,Ganga,Phalgu,Gaya,Surface Water,2012-01-01 08:10:00,01,2012,CWC,24.7708333333,85.0122222222,NA,NA,NA,NA,19.9200000763,152,NA,NA,NA,NA,NA,48.1599998474,NA,NA,NA,38,NA,24,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,275.1916809082,136.6399993896,NA,NA,37.1500015259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4899997711,0,NA,120.4000015259,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bihar,GAYA,Ganga,Phalgu,Gaya,Surface Water,2012-01-02 08:00:00,01,2012,CWC,24.7708333333,85.0122222222,NA,NA,NA,NA,40.0099983215,152.0500030518,NA,NA,NA,NA,NA,48.1599998474,NA,NA,NA,38,NA,24,NA,NA,NA,NA,2025-08-27,NA,NA,NA,270,270,NA,NA,NA,NA,120.2600021362,NA,273.2399902344,136.6399993896,NA,NA,37.1500015259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4899997711,8.4899997711,-2.4200000763,NA,120.4000015259,NA,NA,NA,NA,NA,176,24.8999996185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bihar,PASHCHIM CHAMPARAN,Ganga,Gandak,Triveni,Surface Water,2012-01-01 08:20:00,01,2012,CWC,27.4357083333,83.9069305556,NA,NA,6.2800002098,NA,53.4399986267,238.8399963379,NA,NA,NA,NA,NA,30.9599990845,NA,NA,NA,32,NA,32.0600013733,NA,NA,NA,NA,2025-08-27,NA,NA,6.0799999237,340,350,NA,NA,NA,NA,77.3099975586,NA,162.3000030518,226.0899963379,NA,8.6000003815,20.6399993896,26.6000003815,25.0400009155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1499996185,8.3000001907,1.5299999714,0.9100000262,NA,NA,NA,90,NA,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bihar,PATNA,Ganga,-,Hathidah,Surface Water,2012-01-01 08:12:00,01,2012,CWC,25.385,85.9875,NA,NA,6.0799999237,NA,41.3400001526,177.3999938965,NA,NA,NA,NA,1.9700000286,39.5600013733,NA,NA,NA,36,NA,24.7999992371,NA,NA,NA,NA,2025-08-27,NA,NA,6.0799999237,390,390,NA,NA,NA,NA,98.7799987793,NA,387.7799987793,165.9199981689,NA,NA,70.1800003052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5900001526,8.6000003815,-4.1999998093,NA,98.9000015259,NA,NA,43,NA,NA,254,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
